c,i,id,l1_c,l1_i,language,type,code,english_overlap
waste,lose,person_2421,malgastar,perdre,Catalan,RV,ca,0.3582418400841925
especially,specially,person_2421,especialment,especialment,Catalan,RY,ca,0.6593366744321834
get,take,person_2421,aconseguir,prendre,Catalan,RV,ca,0.5923836320759215
stay,be,person_2767,romandre,ser,Catalan,RV,ca,0.5211179374826258
took,had,person_2767,prenia,havia,Catalan,RV,ca,0.5443011430337868
go,be,person_2767,anar,ser,Catalan,RV,ca,0.5569691689919298
tells,says,person_2767,diu,diu,Catalan,RV,ca,0.6204131293131834
lying,laying,person_2175,mentint,imposició,Catalan,RV,ca,0.4403528648620967
carried,bring,person_2175,portat,portar,Catalan,RV,ca,0.5233673691602159
grateful,thankful,person_2175,agraït,agraït,Catalan,RJ,ca,0.7385780445466532
time,moment,person_1642,temps,instant,Catalan,RN,ca,0.6021448316675434
start,stay,person_1642,començar,romandre,Catalan,RV,ca,0.46764522846968903
stay,live,person_1642,romandre,viure,Catalan,RV,ca,0.4777330169642963
stay,live,person_1642,romandre,viure,Catalan,RV,ca,0.4777330169642963
time,moment,person_1642,temps,instant,Catalan,RN,ca,0.6021448316675434
speak,know,person_1642,parlar,saber,Catalan,RV,ca,0.4989593225939032
clothing,clothes,person_1642,roba,roba,Catalan,RN,ca,0.7490681166275943
interested,interesting,person_1642,interessat,interessant,Catalan,RJ,ca,0.5558711849866799
bored,boring,person_1642,avorrit,avorrit,Catalan,RJ,ca,0.5631359050408633
interested,interesting,person_1642,interessat,interessant,Catalan,RJ,ca,0.5558711849866799
bored,boring,person_1642,avorrit,avorrit,Catalan,RJ,ca,0.5631359050408633
give,tell,person_471,donar,dir,Catalan,RV,ca,0.5154370100102293
trip,travel,person_471,viatge,viatges,Catalan,RN,ca,0.6588802896217398
include,take,person_471,inclouen,prendre,Catalan,RV,ca,0.4933928132087776
time,part,person_471,temps,part,Catalan,RN,ca,0.46083225638990827
include,make,person_471,inclouen,fer,Catalan,RV,ca,0.4845421963902876
talk,take,person_471,parlar,prendre,Catalan,RV,ca,0.2219255248807776
have,make,person_471,han,fer,Catalan,RV,ca,0.5084922458533013
prize,price,person_884,premi,preu,Catalan,RN,ca,0.38299805486899396
looking,waiting,person_884,mirant,espera,Catalan,RV,ca,0.4854254395398252
stop,leave,person_884,aturar,deixar,Catalan,RV,ca,0.47070676733189387
campsites,camps,person_823,càmpings,campaments,Catalan,RN,ca,0.5782458256370007
sincerely,faithfully,person_823,sincerament,fidelment,Catalan,RY,ca,0.543266468432588
assistant,assistance,person_823,assistent,assistència,Catalan,RN,ca,0.499148552631716
is,arrive,person_823,és,arribar,Catalan,RV,ca,0.3937925737619823
say,tell,person_2470,dir,dir,Catalan,RV,ca,0.6615409766975913
ticket,entrance,person_2470,bitllet,entrada,Catalan,RN,ca,0.3944927693933984
went,came,person_2470,anava,venia,Catalan,RV,ca,0.6954828014997174
guy,fella,person_2470,xicot,noi,Catalan,RN,ca,0.5728277014988882
argument,discussion,person_439,argument,discussió,Catalan,RN,ca,0.5608581824546595
can,do,person_439,pot,fer,Catalan,RV,ca,0.644558973005138
trips,journeys,person_439,viatges,viatges,Catalan,RN,ca,0.6774720923074319
forget,leave,person_2066,oblidar,deixar,Catalan,RV,ca,0.44912558299030225
waiting,writing,person_1000,espera,escriure,Catalan,RV,ca,0.36547400930574564
include,introduce,person_1823,inclouen,introduir,Catalan,RV,ca,0.5199376479078281
facts,topics,person_1823,fets,temes,Catalan,RN,ca,0.46309661013715775
talk,communicate,person_1823,parlar,comunicar,Catalan,RV,ca,0.23992859524784638
attend,join,person_1823,assistir,unir,Catalan,RV,ca,0.4788102805520703
going,doing,person_1823,anant,fent,Catalan,RV,ca,0.595884285486427
attend,join,person_1823,assistir,unir,Catalan,RV,ca,0.4788102805520703
great,important,person_254,gran,important,Catalan,RJ,ca,0.6185284112190008
seen,read,person_889,vist,llegir,Catalan,RV,ca,0.46825953298151657
areas,topics,person_889,àrees,temes,Catalan,RN,ca,0.5374242500478457
would,could,person_889,vols,podria,Catalan,RV,ca,0.8060764990755762
tea,tee,person_889,tetera,tee,Catalan,RN,ca,0.3146295134136605
trip,travel,person_501,viatge,viatges,Catalan,RN,ca,0.6588802896217398
trip,travel,person_501,viatge,viatges,Catalan,RN,ca,0.6588802896217398
paid,gave,person_501,pagat,donava,Catalan,RV,ca,0.4348170807847317
organised,done,person_2667,organitzat,fet,Catalan,RV,ca,0.45280071990458926
see,know,person_2667,veure,saber,Catalan,RV,ca,0.6250339109162304
also,besides,person_2667,també,més,Catalan,RY,ca,0.4651394112311844
begin,became,person_2667,començar,esdevingué,Catalan,RV,ca,0.411076275355337
sincerely,faithfully,person_2667,sincerament,fidelment,Catalan,RY,ca,0.543266468432588
face,wall,person_2667,cara,paret,Catalan,RN,ca,0.41324614789036423
shower,rain,person_2667,dutxa,pluja,Catalan,RN,ca,0.4249807195954103
help,helping,person_2667,ajuda,ajudar,Catalan,RN,ca,0.6675952540731936
companions,partners,person_2667,companys,socis,Catalan,RN,ca,0.49213289834152885
is,has,person_562,és,ha,Catalan,RV,ca,0.5363427459940722
could,would,person_562,podria,vols,Catalan,RV,ca,0.8060764990755762
also,besides,person_562,també,més,Catalan,RY,ca,0.4651394112311844
convenient,comfortable,person_562,convenient,còmode,Catalan,RJ,ca,0.5209048516277396
running,process,person_562,executant,procés,Catalan,RN,ca,0.40598941953151413
outfit,dress,person_3038,vestit,vestit,Catalan,RN,ca,0.6552393465707733
will,can,person_3038,es,pot,Catalan,RV,ca,0.7494176013174767
imagine,think,person_3038,imaginar,pensar,Catalan,RV,ca,0.6058655707956337
ending,losing,person_3038,acabant,perdre,Catalan,RV,ca,0.4300671741196739
tradition,fashion,person_3038,tradició,moda,Catalan,RN,ca,0.4347294638304847
irritable,nervous,person_3101,irritable,nerviós,Catalan,RJ,ca,0.5605089388419654
atmosphere,air,person_3101,ambient,aire,Catalan,RN,ca,0.48185195453868834
serious,grave,person_3074,seriós,greu,Catalan,RJ,ca,0.389505378432577
definitely,hardly,person_3074,definitivament,penes,Catalan,RY,ca,0.7191623819325021
want,like,person_3074,volen,agrada,Catalan,RV,ca,0.5792964047566658
objects,symbols,person_3074,objectes,símbols,Catalan,RN,ca,0.48213657648926267
idea,clue,person_3074,idea,pista,Catalan,RN,ca,0.47387864273349
sit,get,person_3074,seure,aconseguir,Catalan,RV,ca,0.4238107060759704
provided,answered,person_3305,proporcionat,contestades,Catalan,RV,ca,0.4936695378029554
dress,dressing,person_3305,vestit,amaniment,Catalan,RN,ca,0.6562713022479412
will,must,person_2799,es,ha,Catalan,RV,ca,0.7587342518502187
walk,walking,person_2799,passeig,senderisme,Catalan,RN,ca,0.6185003487605965
will,can,person_2799,es,pot,Catalan,RV,ca,0.7494176013174767
large,big,person_2799,gran,gran,Catalan,RJ,ca,0.7483357386528953
times,periods,person_2799,vegades,períodes,Catalan,RN,ca,0.5748613058295631
wander,wonder,person_2799,vagar,pregunto,Catalan,RV,ca,0.3648538575086598
tour,visit,person_2799,tour,visita,Catalan,RN,ca,0.491182658537732
plans,projects,person_2799,plans,projectes,Catalan,RN,ca,0.5466781910393155
homes,houses,person_3240,cases,cases,Catalan,RN,ca,0.6769475625454286
gets,is,person_3240,aconsegueix,és,Catalan,RV,ca,0.524539290599094
walk,walking,person_3019,passeig,senderisme,Catalan,RN,ca,0.6185003487605965
throwing,doing,person_3019,llançant,fent,Catalan,RV,ca,0.38140539646032057
vicinity,area,person_3019,proximitats,àrea,Catalan,RN,ca,0.5551721179389792
will,can,person_3019,es,pot,Catalan,RV,ca,0.7494176013174767
ways,meanings,person_3019,maneres,significats,Catalan,RN,ca,0.4821859076344014
made,done,person_3019,fet,fet,Catalan,RV,ca,0.5579313384449447
jobs,works,person_3019,feines,obres,Catalan,RN,ca,0.44923202672071005
jobs,works,person_3019,feines,obres,Catalan,RN,ca,0.44923202672071005
smaller,minor,person_3019,menor,menor,Catalan,RJ,ca,0.4999825845755046
get,take,person_3019,aconseguir,prendre,Catalan,RV,ca,0.5923836320759215
hope,wish,person_556,희망,소원,Korean,RV,ko,0.6040147023505948
wanting,willing,person_1298,원하는,기꺼이,Korean,RV,ko,0.5582461232523397
classical,classic,person_134,고전,고전적인,Korean,RJ,ko,0.724265865449241
will,can,person_134,됩니다,수,Korean,RV,ko,0.7494176013174767
have,get,person_134,가지고,얻을,Korean,RV,ko,0.5810301426419245
very,so,person_284,매우,그래서,Korean,RY,ko,0.5610871495029728
very,so,person_284,매우,그래서,Korean,RY,ko,0.5610871495029728
very,so,person_284,매우,그래서,Korean,RY,ko,0.5610871495029728
very,so,person_284,매우,그래서,Korean,RY,ko,0.5610871495029728
country,county,person_284,국가,카운티,Korean,RN,ko,0.49671209884239587
location,place,person_284,위치,장소,Korean,RN,ko,0.48357527099348663
expected,supposed,person_472,예상,했어야,Korean,RV,ko,0.5727537970559071
organising,making,person_472,조직,만들기,Korean,RV,ko,0.4635865427938797
arranging,providing,person_571,정렬,제공,Korean,RV,ko,0.577330553002342
offer,help,person_571,제공,도움이,Korean,RV,ko,0.4634412099195406
organised,developed,person_571,주관,개발,Korean,RV,ko,0.5183170620112797
done,spent,person_571,행해진다,보냈다,Korean,RV,ko,0.4790449419569735
normal,proper,person_1008,정상적인,올바른,Korean,RJ,ko,0.511455359642269
attendees,audiences,person_1008,참석자,관객,Korean,RN,ko,0.5157912874559949
prefer,do,person_1008,선호,할,Korean,RV,ko,0.5380016351436219
entertaining,amusing,person_2265,접대,재미난,Korean,RN,ko,0.6702290556483932
take,bring,person_2265,걸릴,가져올,Korean,RV,ko,0.615602908389304
performing,playing,person_1588,수행,재생,Korean,RV,ko,0.5653642393182053
greatly,highly,person_1588,크게,높게,Korean,RY,ko,0.5387951799026669
started,became,person_1588,시작,되었다,Korean,RV,ko,0.49963911661595484
on,available,person_419,에,유효한,Korean,RJ,ko,0.4140315903601389
had,are,person_419,했다,됩니다,Korean,RV,ko,0.5006535658514649
do,have,person_419,할,가지고,Korean,RV,ko,0.546611681864382
find,search,person_419,찾을,검색할,Korean,RV,ko,0.5078840241887306
role,roll,person_2093,역할,롤,Korean,RN,ko,0.3241251468379491
make,say,person_2093,만들,말할,Korean,RV,ko,0.4823377187271744
get,have,person_2093,얻을,가지고,Korean,RV,ko,0.5810301426419245
clothes,cloths,person_2093,옷,피복,Korean,RN,ko,0.7228426896355924
role,roll,person_2093,역할,롤,Korean,RN,ko,0.3241251468379491
clothes,cloth,person_2093,옷,피복,Korean,RN,ko,0.6217201157590013
upsetting,upset,person_423,화나게,화가,Korean,RJ,ko,0.6698371077780425
tells,talks,person_423,알려줍니다,이야기,Korean,RV,ko,0.4095225072321341
thinking,considering,person_423,생각,고려,Korean,RV,ko,0.5866210425423792
had,got,person_423,했다,있어,Korean,RV,ko,0.68252418524527
trust,believe,person_423,믿어,믿는,Korean,RV,ko,0.44253187993540577
told,talked,person_423,말했다,얘기,Korean,RV,ko,0.578772019257946
became,got,person_1163,되었다,있어,Korean,RV,ko,0.46338444631076653
chef,chief,person_1163,요리사,수석,Korean,RN,ko,0.4284258316163584
problem,trouble,person_1163,문제,말썽,Korean,RN,ko,0.5775269310236653
so,too,person_1163,그래서,너무,Korean,RY,ko,0.662728811001886
now,actually,person_1163,지금,실제로,Korean,RY,ko,0.661799253286611
what,how,person_1163,무엇,방법,Korean,RY,ko,0.6476704558742579
disappointed,disappointing,person_1188,실망,실망,Korean,RJ,ko,0.6354756283876382
displayed,showed,person_1188,표시,보여주었다,Korean,RV,ko,0.6067615686577121
seen,shown,person_1188,본,표시,Korean,RV,ko,0.6796870732848155
opportunities,chances,person_1893,기회,기회,Korean,RN,ko,0.632107076977435
developed,developing,person_687,개발,개발,Korean,RJ,ko,0.50959238167516685
will,should,person_1664,됩니다,해야,Korean,RV,ko,0.7559976283451879
play,do,person_1664,재생,할,Korean,RV,ko,0.4288176095684053
extent,amount,person_1664,넓이,금액,Korean,RN,ko,0.5683658612469882
affect,affection,person_1664,영향,애정,Korean,RN,ko,0.38864975105767324
take,bring,person_696,걸릴,가져올,Korean,RV,ko,0.615602908389304
went,get,person_132,갔다,얻을,Korean,RV,ko,0.5322338004377902
great,grateful,person_132,위대한,감사,Korean,RJ,ko,0.522805949178422
colleagues,colleges,person_132,동료,대학,Korean,RN,ko,0.4119455340719686
understanding,understandable,person_132,이해,이해할,Korean,RJ,ko,0.5203148689661157
manager,runner,person_285,관리자,러너,Korean,RN,ko,0.38697343389034083
just,only,person_100,그냥,만,Korean,RY,ko,0.7624868591290412
stadiums,pitches,person_2349,경기장,투구,Korean,RN,ko,0.4051761040326805
gave,inform,person_1456,준,알릴,Korean,RV,ko,0.3104539404957595
actual,real,person_1240,실제,진짜,Korean,RJ,ko,0.6854132339368558
tasks,stuffs,person_1240,작업,넣어서,Korean,RN,ko,0.37009916417646865
environment,nature,person_1240,환경,자연,Korean,RN,ko,0.5488636077372988
staff,stuff,person_2429,직원,물건,Korean,RN,ko,0.25606739030396014
give,do,person_2429,줄,할,Korean,RV,ko,0.508022094388084
fabrics,cloths,person_2429,직물,피복,Korean,RN,ko,0.6507153653427482
describe,answer,person_2617,설명,대답할,Korean,RV,ko,0.40559660791618735
thanks,owing,person_2617,덕분,때문,Korean,RJ,ko,0.3803192067203221
have,get,person_2617,가지고,얻을,Korean,RV,ko,0.5810301426419245
went,get,person_2498,갔다,얻을,Korean,RV,ko,0.5322338004377902
have,be,person_2498,가지고,될,Korean,RV,ko,0.5963978744827845
too,so,person_2498,너무,그래서,Korean,RY,ko,0.662728811001886
dressed,wear,person_2498,입고,착용,Korean,RV,ko,0.525142599536243
future,further,person_2498,미래의,더,Korean,RJ,ko,0.4437999748260309
times,days,person_2498,번,일,Korean,RN,ko,0.6204438155512563
restaurant,testament,person_1813,레스토랑,유언,Korean,RN,ko,0.24749401116309294
still,till,person_1813,아직도,까지,Korean,RY,ko,0.3366299241520039
made,changed,person_1813,만든,변경,Korean,RV,ko,0.5438147527297009
receive,take,person_1031,받을,걸릴,Korean,RV,ko,0.5333478202334103
country,county,person_1031,국가,카운티,Korean,RN,ko,0.49671209884239587
allowed,made,person_1031,허용,만든,Korean,RV,ko,0.5413487835757942
means,way,person_2663,수단,방법,Korean,RN,ko,0.5460159495444361
then,after,person_2663,다음,후,Korean,RY,ko,0.5556276315299947
missed,lost,person_2474,놓친,잃어버린,Korean,RV,ko,0.5836774154184559
so,such,person_1988,그래서,그러한,Korean,RY,ko,0.48881095061780233
hope,wish,person_1988,희망,소원,Korean,RV,ko,0.6040147023505948
after,later,person_1988,후,나중,Korean,RY,ko,0.6793587592454373
trip,travel,person_1205,여행,여행,Korean,RN,ko,0.6588802896217398
countryside,nature,person_1205,시골,자연,Korean,RN,ko,0.39305945935414854
what,how,person_1205,무엇,방법,Korean,RY,ko,0.6476704558742579
pack,prepare,person_1205,포장,준비,Korean,RV,ko,0.4327892686143595
scenario,scenery,person_1205,시나리오,경관,Korean,RN,ko,0.3795672369072485
be,go,person_15,될,갈,Korean,RV,ko,0.5569691689919298
helped,make,person_15,도왔습니다,만들,Korean,RV,ko,0.4579537642214178
now,how,person_2647,지금,방법,Korean,RY,ko,0.4250670294266455
countryside,nature,person_2647,시골,자연,Korean,RN,ko,0.39305945935414854
brilliant,wonderful,person_999,화려한,멋진,Korean,RJ,ko,0.76135422404836
opportunity,chance,person_999,기회,기회,Korean,RN,ko,0.6355837806595437
work,works,person_999,작업,작품이,Korean,RN,ko,0.6517367429330522
autographs,signatures,person_999,사인,서명,Korean,RN,ko,0.4378145550700657
really,very,person_268,정말,매우,Korean,RY,ko,0.5837163610332969
know,think,person_268,알고,생각,Korean,RV,ko,0.6654129326946275
band,bend,person_1310,밴드,벤드,Korean,RN,ko,0.2922258658774317
trip,travel,person_862,여행,여행,Korean,RN,ko,0.6588802896217398
afterwards,after,person_75,이후에,후,Korean,RY,ko,0.6925464806282986
take,apply,person_2436,걸릴,적용,Korean,RV,ko,0.49632555530534994
have,feel,person_2436,가지고,느낌,Korean,RV,ko,0.44016522843390415
received,had,person_456,받은,했다,Korean,RV,ko,0.5321639974342618
resist,stand,person_66,저항,서,Korean,RV,ko,0.38579943009467677
give,inform,person_72,줄,알릴,Korean,RV,ko,0.4347422423088804
been,had,person_72,오셨나요,했다,Korean,RV,ko,0.7059607984814629
mood,mode,person_72,기분,모드,Korean,RN,ko,0.37940658670831917
costing,using,person_72,원가계산,사용,Korean,RV,ko,0.37302464043674716
be,have,person_2025,될,가지고,Korean,RV,ko,0.5963978744827845
photographs,photography,person_2025,사진,사진,Korean,RN,ko,0.62779600978137
photographs,photography,person_2025,사진,사진,Korean,RN,ko,0.62779600978137
watch,see,person_2025,시계,참조,Korean,RV,ko,0.521944396851316
acquiring,knowing,person_2025,취득,알면,Korean,RV,ko,0.46074451180956555
like,lie,person_2772,좋아,거짓말,Korean,RV,ko,0.42845515437916987
opportunity,chance,person_315,기회,기회,Korean,RN,ko,0.6355837806595437
question,answer,person_315,질문,대답,Korean,RN,ko,0.6606260907966328
really,very,person_2567,정말,매우,Korean,RY,ko,0.5837163610332969
people,audience,person_476,사람들,관객,Korean,RN,ko,0.4601518302765166
opinion,idea,person_476,의견,아이디어,Korean,RN,ko,0.4965545006394837
classical,classic,person_476,고전,고전적인,Korean,RJ,ko,0.724265865449241
take,get,person_891,걸릴,얻을,Korean,RV,ko,0.5923836320759215
include,enclose,person_891,포함,묶습니다,Korean,RV,ko,0.40731749499780256
hope,wish,person_84,희망,소원,Korean,RV,ko,0.6040147023505948
make,let,person_84,만들,하자,Korean,RV,ko,0.49670801576174906
task,work,person_84,작업,작업,Korean,RN,ko,0.5182616907214211
enjoy,join,person_84,즐길,가입,Korean,RV,ko,0.4119350257158262
hope,wish,person_84,희망,소원,Korean,RV,ko,0.6040147023505948
towels,towers,person_845,수건,타워,Korean,RN,ko,0.3358978175616736
go,do,person_1807,갈,할,Korean,RV,ko,0.6396568456649485
requested,required,person_1998,요청,필요한,Korean,RV,ko,0.6146541530449607
stage,start,person_1780,무대,스타트,Korean,RN,ko,0.501622920691711
pack,prepare,person_1949,포장,준비,Korean,RV,ko,0.4327892686143595
opportunity,chance,person_1949,기회,기회,Korean,RN,ko,0.6355837806595437
maniac,mania,person_1949,미치광이,매니아,Korean,RN,ko,0.48099011434554834
korea,korean,person_1592,한국,한국어,Korean,RN,ko,0.6362071471324637
first,firstly,person_2462,먼저,첫째,Korean,RY,ko,0.4254135622042462
beginner,beginning,person_1157,초급,시작,Korean,RN,ko,0.43188602170983936
pack,prepare,person_1779,팩,준비,Korean,RN,ko,0.4327892686143595
popular,favorite,person_1779,인기,좋아하는,Korean,RJ,ko,0.5712358677821142
game,play,person_1779,게임,플레이,Korean,RN,ko,0.5647608666111914
worthwhile,worthy,person_814,보람,가치가,Korean,RJ,ko,0.6699261244649553
have,be,person_2508,가지고,될,Korean,RV,ko,0.5963978744827845
trends,rage,person_1002,동향,분노,Korean,RN,ko,0.37376690588288675
means,is,person_928,의미,은,Korean,RV,ko,0.4936030093633586
create,make,person_102,만들,만들,Korean,RV,ko,0.5589226161696901
on,into,person_102,에,으로,Korean,RY,ko,0.6137289175781647
appearance,view,person_927,모양을,보기,Korean,RN,ko,0.4319394577845709
space,place,person_927,공간,장소,Korean,RN,ko,0.4412060578545943
great,whole,person_927,위대한,전체,Korean,RJ,ko,0.5186397691457412
appearance,view,person_927,모양을,보기,Korean,RN,ko,0.4319394577845709
think,regard,person_1530,생각,주시,Korean,RV,ko,0.5503834390616382
grateful,appreciated,person_1530,감사,극명,Korean,RJ,ko,0.5950428088814759
electrical,electric,person_1530,전기,전기,Korean,RJ,ko,0.7325055475548625
see,know,person_1727,참조,알고,Korean,RV,ko,0.6250339109162304
great,grateful,person_1727,위대한,감사,Korean,RJ,ko,0.522805949178422
attend,admit,person_563,참석,인정,Korean,RV,ko,0.4207918093095305
great,grateful,person_563,위대한,감사,Korean,RJ,ko,0.522805949178422
made,give,person_563,만든,줄,Korean,RV,ko,0.4632900198802815
control,controller,person_563,컨트롤,컨트롤러,Korean,RN,ko,0.6107608361397893
built,devised,person_563,내장,고안,Korean,RV,ko,0.591441039501027
arranged,prepared,person_3061,배열,준비,Korean,RV,ko,0.5641689395787451
will,do,person_3061,됩니다,할,Korean,RV,ko,0.650347750156762
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko,0.4770515028336943
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko,0.4770515028336943
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko,0.4770515028336943
great,big,person_3061,위대한,큰,Korean,RJ,ko,0.6856019256326897
especially,specially,person_3061,특히,특별히,Korean,RY,ko,0.6593366744321834
requested,required,person_3062,요청,필요한,Korean,RV,ko,0.6146541530449607
elected,voted,person_3071,선출,투표,Korean,RV,ko,0.5447613867984995
clothes,cloth,person_3071,옷,피복,Korean,RN,ko,0.6217201157590013
sad,sorry,person_3108,슬픈,미안,Korean,RJ,ko,0.5404374937181793
goes,runs,person_3108,간다,실행,Korean,RV,ko,0.4892322839987877
route,way,person_3121,경로,방법,Korean,RN,ko,0.4759846337585758
give,have,person_3245,줄,가지고,Korean,RV,ko,0.5352864830270321
causes,makes,person_3285,원인이,만드는,Korean,RV,ko,0.46756575717960025
said,written,person_2340,dit,écrit,French,RV,fr,0.38508701722834954
have,put,person_2340,ont,mettre,French,RV,fr,0.49907841824179633
well,fit,person_2340,bien,apte,French,RJ,fr,0.5048791096391385
stay,say,person_2340,rester,dire,French,RV,fr,0.4077423575374332
wonderful,beautiful,person_2779,merveilleux,belle,French,RJ,fr,0.7608520114041583
sincerely,faithfully,person_2779,sincèrement,fidèlement,French,RY,fr,0.543266468432588
also,even,person_2779,également,même,French,RY,fr,0.6316989794592254
ordinary,casual,person_2779,ordinaire,occasionnel,French,RJ,fr,0.5154178712346953
would,could,person_123,serait,pourrait,French,RV,fr,0.8060764990755762
last,least,person_123,dernière,moins,French,RJ,fr,0.5033637451674609
sincerely,faithfully,person_123,sincèrement,fidèlement,French,RY,fr,0.543266468432588
might,can,person_123,pourrait,peut,French,RV,fr,0.7080137678952712
feet,legs,person_123,pieds,jambes,French,RN,fr,0.4932193510706766
would,could,person_123,serait,pourrait,French,RV,fr,0.8060764990755762
politeness,polite,person_123,politesse,poli,French,RN,fr,0.5437532559273983
have,make,person_107,ont,faire,French,RV,fr,0.5084922458533013
absolutely,very,person_107,absolument,très,French,RY,fr,0.5974451777802376
hold,make,person_107,tenir,faire,French,RV,fr,0.48553813840379745
sincerely,faithfully,person_107,sincèrement,fidèlement,French,RY,fr,0.543266468432588
lock,close,person_107,verrouiller,fermer,French,RV,fr,0.44875978937057376
lock,close,person_107,verrouiller,fermer,French,RV,fr,0.44875978937057376
do,make,person_107,faire,faire,French,RV,fr,0.5861963999957747
giving,offering,person_477,donner,offrant,French,RV,fr,0.6270979639204639
angel,angle,person_477,ange,angle,French,RN,fr,0.3101787874454271
take,bring,person_477,prendre,apporter,French,RV,fr,0.615602908389304
describe,express,person_461,décrire,manifester,French,RV,fr,0.4911147559436463
fun,enjoyment,person_461,amusant,jouissance,French,RN,fr,0.4872988881111587
last,next,person_461,dernière,prochaine,French,RJ,fr,0.7079960733651416
happen,have,person_461,arriver,ont,French,RV,fr,0.47251297978150525
events,attractions,person_461,événements,attractions,French,RN,fr,0.436832472278227
size,space,person_461,taille,espace,French,RN,fr,0.3832587210430777
be,have,person_461,être,ont,French,RV,fr,0.5963978744827845
so,then,person_461,donc,puis,French,RY,fr,0.6363863085150729
school,lessons,person_461,école,leçons,French,RN,fr,0.4178880057732427
sincerely,faithfully,person_2739,sincèrement,fidèlement,French,RY,fr,0.543266468432588
get,have,person_2739,obtenir,ont,French,RV,fr,0.5810301426419245
campsite,camping,person_2666,camping,camping,French,RN,fr,0.694911830472043
especially,specially,person_2666,surtout,spécialement,French,RY,fr,0.6593366744321834
living,life,person_2666,vécue,vie,French,RN,fr,0.5800013123868875
space,place,person_969,espace,endroit,French,RN,fr,0.4412060578545943
chance,possibility,person_969,chance,possibilité,French,RN,fr,0.5907592656617877
park,let,person_969,garer,laisser,French,RV,fr,0.25989141386163256
countryside,nature,person_969,campagne,nature,French,RN,fr,0.39305945935414854
spoke,had,person_969,parlé,avait,French,RV,fr,0.451021674711903
organise,offer,person_954,organiser,proposer,French,RV,fr,0.36849644754069566
outdoor,outside,person_954,extérieur,extérieur,French,RJ,fr,0.3975206322250554
provide,create,person_954,fournir,créer,French,RV,fr,0.5197484759261306
class,course,person_954,classe,sûr,French,RN,fr,0.5308935316839566
take,have,person_954,prendre,ont,French,RV,fr,0.5132989352527688
take,be,person_954,prendre,être,French,RV,fr,0.5005032724428029
organising,making,person_1579,organisation,faire,French,RV,fr,0.4635865427938797
great,good,person_1579,grand,bon,French,RJ,fr,0.6561227205562155
get,have,person_1579,obtenir,ont,French,RV,fr,0.5810301426419245
offer,give,person_1579,proposer,donner,French,RV,fr,0.6172148008121177
buy,pay,person_1579,acheter,payer,French,RV,fr,0.48342393867093986
attending,seeing,person_1579,fréquentant,voir,French,RV,fr,0.4709172840991407
do,make,person_1579,faire,faire,French,RV,fr,0.5861963999957747
fair,just,person_1579,équitable,juste,French,RJ,fr,0.4406616572039764
excellent,good,person_238,excellent,bon,French,RJ,fr,0.7018675489388144
clever,wise,person_238,intelligent,sage,French,RJ,fr,0.6012243346916486
nose,noise,person_238,nez,bruit,French,RN,fr,0.2991233330414163
inaccurate,bad,person_383,inexactes,mauvais,French,RJ,fr,0.5305510786087433
response,return,person_383,réponse,retour,French,RN,fr,0.42169952020724816
left,let,person_383,laissé,laisser,French,RV,fr,0.3526069702293158
moral,morality,person_383,morale,moralité,French,RN,fr,0.6723915140842442
writing,waiting,person_1370,écrit,attente,French,RV,fr,0.36547400930574564
advertised,presented,person_1370,annoncé,présenté,French,RV,fr,0.46189976416991657
dinner,diner,person_1370,dîner,resto,French,RN,fr,0.5142820420530256
claiming,pretending,person_1370,prétendant,prétendant,French,RV,fr,0.59075614471853
customer,costumer,person_1370,client,costumier,French,RN,fr,0.4298711554922887
way,solutions,person_1370,façon,solutions,French,RN,fr,0.44170996988832145
here,there,person_1370,ici,là,French,RY,fr,0.5609427128832707
get,have,person_1372,obtenir,ont,French,RV,fr,0.5810301426419245
had,got,person_1372,avait,obtenu,French,RV,fr,0.68252418524527
ought,would,person_1372,devrait,serait,French,RV,fr,0.6717816571112348
angry,hungry,person_1372,fâché,faim,French,RJ,fr,0.5052141088388395
told,said,person_2256,dit,dit,French,RV,fr,0.6467236355627198
decor,decorations,person_2256,décor,décorations,French,RN,fr,0.582446831584295
advertising,advertisement,person_2256,publicité,publicité,French,RN,fr,0.731776551636118
come,become,person_2256,venir,devenir,French,RV,fr,0.46156831586980185
shows,spectacles,person_1028,spectacles,lunettes,French,RN,fr,0.3421829613700965
show,spectacle,person_1028,spectacle,lunettes,French,RN,fr,0.38360960211201955
decor,decoration,person_1028,décor,décoration,French,RN,fr,0.5910101867684101
doing,following,person_1028,faire,suivants,French,RV,fr,0.4137725415994603
had,took,person_1028,avait,pris,French,RV,fr,0.5443011430337868
buttons,switch,person_838,boutons,interrupteur,French,RN,fr,0.40774714507936116
have,got,person_838,ont,obtenu,French,RV,fr,0.6402389644462917
time,timetable,person_1176,temps,calendrier,French,RN,fr,0.44292775277728347
discount,reduce,person_1176,escompte,réduire,French,RN,fr,0.4668643629079746
worse,worth,person_1176,pire,vaut,French,RJ,fr,0.4027235500760923
get,go,person_1176,obtenir,aller,French,RV,fr,0.6271303847193858
must,would,person_1176,doit,serait,French,RV,fr,0.7105542158104393
performing,playing,person_225,performants,jouer,French,RV,fr,0.5653642393182053
