l1,type,i,c,id,l1_i,l1_c
French,RN,fake,fraud,person_2463,faux,fraude
French,RN,place,importance,person_2463,endroit,importance
Portuguese,RV,got,was,person_365,obteve,estava
Portuguese,RY,differently,contrary,person_365,diferentemente,contrário
Portuguese,RV,stamped,stuck,person_365,estampado,preso
Turkish,RJ,secure,safe,person_2485,güvenli,kasa
Turkish,RV,does,is,person_2485,yapar,olduğu
Turkish,RN,tile,till,person_2485,fayans,kadar
Turkish,RJ,close,closed,person_2485,kapat,kapalı
Turkish,RJ,annoyed,annoying,person_2485,kızgın,Can sıkıcı
Turkish,RJ,suitable,best,person_2485,uygun,en iyi
Spanish,RJ,thankful,grateful,person_426,agradecido,agradecido
Spanish,RV,lightened,lit,person_426,aligerado,iluminado
Thai,RV,could,would,person_1615,ได้,คงจะ
Thai,RV,prepare,decide,person_1615,เตรียมการ,ตัดสิน
Thai,RN,acts,actions,person_1615,การกระทำ,การปฏิบัติ
Spanish,RV,noticing,notifying,person_1167,notando,notificando
Spanish,RN,camping,camp,person_1167,cámping,acampar
Spanish,RV,afford,buy,person_1167,permitirse,comprar
Spanish,RV,move,go,person_1167,movimiento,ir
Spanish,RY,too,extremely,person_1167,también,extremadamente
Spanish,RN,stress,pressure,person_2446,estrés,presión
Spanish,RV,be,have,person_2693,ser,tener
Spanish,RN,cloth,clothing,person_2693,paño,ropa
Spanish,RN,starts,stars,person_2693,empieza,estrellas
Spanish,RV,tell,give,person_2693,contar,dar
German,RJ,FUNNY,FUN,person_142,LUSTIG,SPASS
German,RN,CUP,CHAMPIONSHIP,person_142,TASSE,MEISTERSCHAFT
German,RJ,OTHER,DIFFERENT,person_142,ANDERE,ANDERS
German,RN,WORK,JOBS,person_142,ARBEIT,ARBEITSPLÄTZE
French,RV,discovering,trying,person_181,découverte,en essayant
French,RN,place,site,person_181,endroit,site
French,RN,scene,stage,person_181,scène,étape
French,RN,public,audience,person_181,Publique,public
French,RN,scene,stage,person_181,scène,étape
French,RV,avoid,stop,person_181,éviter,Arrêtez
French,RN,price,prize,person_988,prix,prix
French,RN,moment,event,person_988,moment,un événement
French,RN,moment,experience,person_988,moment,expérience
French,RN,savings,sales,person_988,des économies,Ventes
French,RN,moment,time,person_988,moment,temps
Korean,RN,travel,trip,person_1205,여행,여행
Korean,RN,nature,countryside,person_1205,자연,한 지방
Korean,RY,how,what,person_1205,방법,뭐
Korean,RV,prepare,pack,person_1205,준비하다,팩
Korean,RN,scenery,scenario,person_1205,풍경,대본
Polish,RV,state,provide,person_2042,stan,zapewniać
Polish,RN,fan,fun,person_2042,wentylator,zabawa
Polish,RN,suit,outfit,person_2042,garnitur,strój
Polish,RN,fan,fun,person_2042,wentylator,zabawa
Russian,RV,live,stay,person_793,жить,остаться
Russian,RY,fast,quickly,person_793,быстро,быстро
Russian,RV,looked,saw,person_793,смотрел,увидел
Russian,RN,repetitions,rehearsals,person_793,повторы,репетиции
Russian,RN,part,piece,person_793,часть,кусок
Russian,RN,cloth,clothing,person_793,ткань,одежда
Russian,RJ,similar,suitable,person_793,аналогичный,подходящее
Russian,RY,loud,loudly,person_793,громко,громко
Russian,RV,feel,see,person_793,Чувствовать,увидеть
Chinese (Traditional),RV,learning,studying,person_234,學習,研究
Chinese (Traditional),RV,have,enter,person_234,有,輸入
Chinese (Traditional),RN,row,aisle,person_234,行,走道
Chinese (Traditional),RJ,truth,right,person_234,真相,對
Chinese (Traditional),RV,chance,try,person_234,機會,嘗試
Chinese (Traditional),RN,row,aisle,person_234,行,走道
Chinese (Traditional),RY,never,ever,person_234,決不,曾經
Chinese (Traditional),RV,make,gets,person_234,使,得到
Turkish,RV,learn,express,person_2255,öğrenmek,ekspres
Turkish,RV,can,might,person_2255,kutu,belki
Turkish,RV,prefer,likes,person_2255,tercih etmek,seviyor
Turkish,RV,find,have,person_2255,bulmak,var
German,RV,go,get,person_584,gehen,erhalten
German,RN,brake,break,person_584,Bremse,brechen
German,RV,writing,doing,person_584,Schreiben,tun
German,RV,present,show,person_584,vorhanden,Show
German,RV,writing,working,person_584,Schreiben,Arbeiten
German,RV,brake,break,person_584,Bremse,brechen
Portuguese,RV,enjoy,do,person_1006,apreciar,Faz
Portuguese,RV,do,make,person_1006,Faz,faço
Portuguese,RV,get,put,person_1006,pegue,colocar
Portuguese,RJ,big,wide,person_1006,grande,Largo
Portuguese,RJ,dried,dry,person_1006,seco,seco
Chinese (Traditional),RV,live,stay,person_2043,生活,留
Chinese (Traditional),RV,Open,Start,person_2043,打開,開始
Chinese (Traditional),RN,area,space,person_2043,區域,空間
Italian,RN,travel,trip,person_1576,viaggio,viaggio
Italian,RV,tell,say,person_1576,raccontare,dire
Italian,RN,period,time,person_1576,periodo,tempo
Italian,RN,camping,tent,person_1576,campeggio,tenda
Italian,RY,Further,Furthermore,person_1576,Ulteriore,inoltre
Italian,RY,might,perhaps,person_1576,potrebbe,Forse
Italian,RN,travel,trip,person_1576,viaggio,viaggio
Italian,RN,travel,trip,person_1576,viaggio,viaggio
Italian,RJ,nervous,irritable,person_1576,nervoso,irritabile
Italian,RJ,hungry,angry,person_1576,Affamato,arrabbiato
Italian,RN,component,member,person_1576,componente,membro
Greek,RV,are,do,person_1204,είναι,κάνω
Greek,RV,leave,sleep,person_1204,άδεια,ύπνος
Greek,RV,are,do,person_1204,είναι,κάνω
Thai,RJ,best,favourite,person_2094,ดีที่สุด,ที่ชื่นชอบ
Thai,RV,pay,meet,person_2094,จ่ายเงิน,พบกัน
Thai,RV,know,have,person_2094,ทราบ,มี
Spanish,RJ,good,intense,person_1364,bueno,intenso
Spanish,RV,have,get,person_1364,tener,obtener
Spanish,RY,before,ago,person_1364,antes de,hace
Spanish,RV,would,might,person_1364,haría,podría
Korean,RV,go,be,person_15,가기,있다
Korean,RV,make,helped,person_15,하다,도움이 된
Greek,RJ,big,great,person_2490,μεγάλο,μεγάλος
Greek,RN,cause,problem,person_2490,αιτία,πρόβλημα
Greek,RN,cars,trolleys,person_2490,αυτοκίνητα,καρότσια
Greek,RN,causes,reasons,person_2490,αιτίες,αιτιολογικό
Greek,RN,cause,reason,person_2490,αιτία,λόγος
Greek,RV,show,help,person_2490,προβολή,βοήθεια
Greek,RJ,little,small,person_2490,λίγο,μικρό
Turkish,RV,should,would,person_2484,meli,olur
Turkish,RV,write,tell,person_2484,yazmak,söylemek
Turkish,RV,have,bring,person_2484,var,getirmek
Turkish,RV,walk,move,person_2484,yürümek,hareket
Turkish,RN,driver,drive,person_2484,sürücü,sürücü
Greek,RY,very,really,person_355,πολύ,Πραγματικά
Greek,RY,very,really,person_355,πολύ,Πραγματικά
Greek,RJ,best,favourite,person_355,καλύτερος,αγαπημένη
Greek,RY,too,very,person_355,πολύ,πολύ
Greek,RN,pitch,court,person_355,πίσσα,δικαστήριο
Greek,RN,basket,basketball,person_355,καλάθι,μπάσκετ
Greek,RN,pitch,court,person_355,πίσσα,δικαστήριο
Greek,RV,have,bring,person_355,έχω,να φερεις
Greek,RJ,out,outside,person_355,έξω,εξω απο
Greek,RN,points,areas,person_355,σημεία,περιοχές
Greek,RY,Besides,Also,person_355,εκτός,Επίσης
Greek,RV,owns,have,person_355,ανήκει,έχω
Greek,RN,interest,subject,person_355,ενδιαφέρον,θέμα
French,RV,went,been,person_369,est allé,été
French,RJ,needed,required,person_369,nécessaire,Champs obligatoires
French,RN,cloths,clothes,person_369,chiffons,vêtements
French,RJ,fast,quick,person_369,vite,rapide
German,RN,journey,trip,person_431,Reise,Ausflug
German,RN,journey,trip,person_431,Reise,Ausflug
German,RY,quite,really,person_431,ziemlich,Ja wirklich
German,RJ,past,recent,person_431,Vergangenheit,kürzlich
German,RV,got,became,person_431,habe,wurden
German,RV,do,go,person_431,tun,gehen
German,RV,presents,shows,person_431,die Geschenke,zeigt an
Japanese,RV,started,been,person_357,始まった,された
Japanese,RV,bumping,thumping,person_357,ぶつかる,どきどき
German,RN,journey,trip,person_1602,Reise,Ausflug
German,RY,just,only,person_1602,gerade,nur
German,RV,disturb,bother,person_1602,stören,Mühe
German,RV,make,take,person_1602,machen,nehmen
German,RJ,suitable,right,person_1602,geeignet,Recht
Polish,RY,very,really,person_2479,bardzo,naprawdę
Polish,RN,patient,patience,person_2479,cierpliwy,cierpliwość
Polish,RN,scene,stage,person_2479,scena,etap
Catalan,RY,specially,especially,person_169,especialment,especialment
Catalan,RN,camping,campsite,person_169,campament,càmping
Catalan,RY,soon,early,person_169,aviat,aviat
Catalan,RV,stated,started,person_169,va declarar,va començar
Catalan,RV,avoid,help,person_169,evitar,ajuda
Catalan,RV,ran,went,person_169,va córrer,va anar
Italian,RV,live,leave,person_800,vivere,partire
Italian,RN,period,time,person_800,periodo,tempo
Italian,RN,moments,times,person_800,momenti,volte
Korean,RY,How,Now,person_2647,방법,지금
Korean,RN,nature,countryside,person_2647,자연,한 지방
Spanish,RV,wining,making,person_974,ganando,fabricación
Greek,RJ,responsible,demanding,person_790,υπεύθυνος,απαιτητική
Greek,RV,don't,mustn't,person_790,όχι,δεν πρέπει
Spanish,RY,Firstly,First,person_1548,en primer lugar,primero
Spanish,RV,have,get,person_1548,tener,obtener
Italian,RV,see,show,person_2727,vedere,mostrare
Italian,RN,games,events,person_2727,Giochi,eventi
Italian,RY,specially,especially,person_2727,appositamente,particolarmente
Spanish,RV,wished,wanted,person_551,deseado,querido
Spanish,RN,doubts,concerns,person_551,dudas,preocupaciones
Spanish,RN,travel,trip,person_551,viaje,viaje
Spanish,RJ,complete,good,person_551,completar,bueno
Spanish,RN,selection,choice,person_551,selección,elección
Spanish,RV,done,made,person_551,hecho,hecho
Japanese,RV,bring,take,person_1777,持参する,取る
Japanese,RN,travel,trip,person_1777,旅行,トリップ
Spanish,RV,clear,answer,person_1944,claro,responder
Spanish,RN,doubts,questions,person_1944,dudas,preguntas
Spanish,RV,use,used,person_1944,utilizar,usado
Spanish,RJ,original,new,person_1944,original,nuevo
Spanish,RN,surf,surfing,person_1944,navegar,surf
Spanish,RV,do,make,person_1944,hacer,hacer
Spanish,RN,discount,sale,person_1944,descuento,venta
Greek,RN,remaining,rest,person_791,παραμένων,υπόλοιπο
Greek,RJ,thankful,grateful,person_791,ευγνώμων,ευγνώμων
Greek,RN,choice,options,person_791,επιλογή,επιλογές
Greek,RV,proposed,offered,person_791,προτείνεται,προσφέρονται
Greek,RV,carry,bring,person_791,μεταφέρω,να φερεις
Greek,RN,amounts,numbers,person_791,ποσά,αριθμούς
Portuguese,RN,part,areas,person_183,parte,areas
French,RV,make,join,person_626,faire,joindre
French,RJ,comfortable,pleasant,person_626,confortable,agréable
Spanish,RN,date,time,person_395,fecha,hora
Spanish,RV,ask,tell,person_395,pedir,contar
Spanish,RV,said,tell,person_395,dijo,contar
Spanish,RV,practice,go,person_395,práctica,ir
Spanish,RV,am,would,person_395,a.m,haría
Spanish,RN,doubt,questions,person_395,duda,preguntas
Spanish,RN,jewels,jewellery,person_395,joyas,joyería
Spanish,RJ,past,last,person_381,pasado,último
Spanish,RV,make,do,person_381,hacer,hacer
Spanish,RN,clothes,clothing,person_381,ropa,ropa
Spanish,RN,form,shape,person_381,formar,forma
Spanish,RV,told,asked,person_381,dicho,preguntó
French,RJ,boring,annoying,person_2478,ennuyeuse,ennuyeux
French,RV,move,control,person_2478,bouge toi,contrôle
French,RN,articles,things,person_2478,des articles,des choses
French,RN,article,thing,person_2478,article,chose
French,RV,take,get,person_2478,prendre,obtenir
French,RJ,good,right,person_2478,bien,droite
French,RN,article,item,person_2478,article,article
French,RN,article,item,person_2478,article,article
French,RV,test,try,person_2478,tester,essayer
French,RN,articles,items,person_2478,des articles,articles
French,RV,choose,find,person_2478,choisir,trouver
French,RV,be,stay,person_2478,être,rester
Russian,RV,shall,will,person_346,должен,будут
Portuguese,RV,use,used,person_2483,usar,usava
Portuguese,RN,surf,surfing,person_2483,surfar,surfe
Portuguese,RV,buy,shopping,person_2483,Comprar,compras
Portuguese,RJ,compulsory,compulsive,person_2483,obrigatório,compulsivo
Portuguese,RN,buyer,shopper,person_2483,comprador,comprador
Greek,RV,listening,hearing,person_352,ακούγοντας,ακρόαση
Greek,RV,proposed,suggested,person_352,προτείνεται,πρότεινε
Greek,RV,control,check,person_352,έλεγχος,έλεγχος
Greek,RY,so,such,person_352,Έτσι,τέτοιος
Russian,RN,information,news,person_385,Информация,Новости
Russian,RV,remember,remind,person_385,Помните,напоминать
Russian,RV,live,stay,person_385,жить,остаться
Russian,RV,can't,won't,person_385,не может,не будет
Russian,RY,just,very,person_385,просто,очень
Russian,RV,made,had,person_385,сделал,имел
Russian,RV,took,had,person_385,взял,имел
Russian,RN,job,work,person_385,работа,Работа
French,RV,travel,staying,person_2440,Voyage,rester
French,RV,join,do,person_2440,joindre,faire
French,RJ,chipper,cheap,person_2440,déchiqueteuse,pas cher
French,RV,come,go,person_2440,viens,aller
French,RJ,nervous,irritable,person_2440,nerveux,irritable
French,RV,have,get,person_2440,avoir,obtenir
Chinese (Traditional),RV,live,sleep,person_2326,生活,睡覺
Chinese (Traditional),RV,lived,stayed,person_2326,生活,住
Chinese (Traditional),RJ,fresh,new,person_2326,新鮮,新
Chinese (Traditional),RV,carry,bring,person_2326,攜帶,帶來
Chinese (Traditional),RY,in,on,person_2326,在,上
Chinese (Traditional),RY,so,though,person_2326,所以,雖然
Chinese (Traditional),RV,talking,making,person_2326,說,製造
Chinese (Traditional),RV,know,learn,person_2326,知道,學習
Spanish,RY,just,only,person_1175,sólo,solamente
Spanish,RV,train,do,person_1175,entrenar,hacer
Spanish,RN,cloth,clothing,person_1175,paño,ropa
Spanish,RV,carry,take,person_1175,llevar,tomar
Spanish,RJ,annoyed,annoying,person_1175,irritado,molesto
Japanese,RV,inform,give,person_1613,知らせる,与える
Japanese,RN,way,method,person_1613,方法,方法
Japanese,RJ,grateful,great,person_1613,感謝する,すばらしいです
Polish,RV,loose,lose,person_2681,luźny,stracić
Polish,RJ,secure,safe,person_2681,bezpieczne,bezpieczny
Greek,RN,moment,time,person_2656,στιγμή,χρόνος
Greek,RV,think,thank,person_2656,νομίζω,ευχαριστώ
Greek,RV,make,be,person_2656,"φτιαχνω, κανω",είναι
Spanish,RV,EXPRESS,SAY,person_2642,EXPRIMIR,DECIR
Spanish,RV,PASS,TAKE,person_2642,PASAR,TOMAR
Spanish,RN,COLUMN,BACK,person_2642,COLUMNA,ATRÁS
Spanish,RV,DON'T,WON'T,person_2642,NO HACER,No lo hará
Spanish,RN,COLUMN,BACK,person_2642,COLUMNA,ATRÁS
Spanish,RV,DO,FOLLOW,person_2642,HACER,SEGUIR
Spanish,RV,COVER,CONTINUING,person_2642,CUBRIR,CONTINUO
Spanish,RV,CARRY,BRING,person_2642,LLEVAR,TRAER
Spanish,RV,PUTTING,BRINGING,person_2642,PONIENDO,TRAYENDO
Spanish,RN,HISTORIES,STORIES,person_2642,HISTORIAS,CUENTOS
Spanish,RV,ARE,DO,person_2642,SON,HACER
Spanish,RV,WON'T,SHOULDN'T,person_2642,No lo hará,NO DEBE
Spanish,RN,LOOKING,GLIMPSE,person_2642,MIRANDO,VISLUMBRAR
Spanish,RV,COMMANDED,RULED,person_2642,Mandado,Dictado
Spanish,RN,competence,competition,person_1363,competencia,competencia
Spanish,RV,do,go,person_1363,hacer,ir
Thai,RJ,exciting,excited,person_805,น่าตื่นเต้น,ตื่นเต้น
Thai,RV,Are,Do,person_805,เป็น,ทำ
Thai,RY,mostly,almost,person_805,ส่วนใหญ่,เกือบจะ
Thai,RY,Sometime,Sometimes,person_805,บางครั้ง,บางครั้ง
French,RV,practicing,doing,person_2118,pratiquant,Faire
French,RN,excursion,trip,person_2118,excursion,voyage
French,RV,checking,shaking,person_2118,vérification,tremblement
French,RV,keep,have,person_2118,garder,avoir
French,RN,souvenir,memory,person_2118,souvenir,Mémoire
Chinese (Traditional),RV,tied,tried,person_742,綁,試著
Chinese (Traditional),RV,shall,should,person_742,應,應該
Chinese (Traditional),RV,will,should,person_742,將,應該
Chinese (Traditional),RN,base,basis,person_742,基礎,基礎
Chinese (Traditional),RV,do,get,person_742,做,得到
Chinese (Traditional),RN,lesson,class,person_742,課,類
Spanish,RV,find,think,person_2050,encontrar,pensar
Spanish,RN,position,row,person_2050,posición,fila
Japanese,RY,How,What,person_971,どうやって,何
French,RV,make,cause,person_965,faire,cause
French,RV,let,leave,person_965,laisser,laisser
French,RV,discover,try,person_965,découvrir,essayer
French,RV,propose,offer,person_965,proposer,offre
French,RV,done,been,person_965,terminé,été
French,RV,retire,withdraw,person_965,se retirer,se désister
French,RN,mechanics,engineering,person_965,mécanique,ingénierie
French,RV,give,create,person_965,donner,créer
Spanish,RN,clothes,clothing,person_1565,ropa,ropa
Spanish,RN,brakes,breaks,person_1565,frenos,descansos
Chinese (Traditional),RJ,glad,pleased,person_1015,高興,滿意
Chinese (Traditional),RN,enthusiasm,hobby,person_1015,熱情,愛好
Chinese (Traditional),RV,begun,been,person_1015,開始,是
Chinese (Traditional),RN,job,treat,person_1015,工作,對待
Chinese (Traditional),RN,owners,retailers,person_1015,擁有者,零售商
Chinese (Traditional),RV,estimated,expected,person_1015,預計,預期
Chinese (Traditional),RV,effect,affect,person_1015,影響,影響
Spanish,RV,know,learn,person_2535,saber,aprender
Spanish,RN,chorus,choir,person_2535,coro,coro
Spanish,RY,too,very,person_2535,también,muy
Spanish,RN,days,month,person_1996,dias,mes
Spanish,RJ,fine,well,person_1996,multa,bien
Japanese,RY,specially,especially,person_2521,特別に,特に
Japanese,RV,use,spend,person_2521,つかいます,費やす
Chinese (Traditional),RV,reply,answer,person_2290,答复,回答
Chinese (Traditional),RN,answers,questions,person_2290,答案,問題
Chinese (Traditional),RV,make,agree,person_2290,使,同意
Chinese (Traditional),RV,must,will,person_2290,必須,將
Chinese (Traditional),RY,too,very,person_2290,太,非常
Chinese (Traditional),RV,can,should,person_2290,能夠,應該
Chinese (Traditional),RV,bring,have,person_2290,帶來,有
Chinese (Traditional),RJ,enjoyable,happy,person_2290,其樂融融,快樂
Japanese,RN,work,job,person_1564,作業,ジョブ
Japanese,RN,sign,signature,person_1202,符号,署名
Turkish,RV,been,stayed,person_958,olmuştur,kaldı
Turkish,RN,possibility,choice,person_958,olasılık,seçim
Turkish,RN,market,shop,person_958,Market,Dükkan
Turkish,RV,spend,use,person_958,harcamak,kullanım
French,RN,moment,time,person_780,moment,temps
French,RV,goes,start,person_780,va,début
French,RV,take,pick,person_780,prendre,choisir
French,RV,Excuse,Forgive,person_780,Excuse,Pardonner
French,RN,scene,stage,person_780,scène,étape
French,RY,here,there,person_780,ici,Là
Thai,RV,influences,encourages,person_1558,อิทธิพล,กระตุ้นให้เกิดการ
Thai,RV,can,would,person_1558,สามารถ,คงจะ
Thai,RV,like,are,person_1558,ชอบ,เป็น
Russian,RY,very,really,person_2045,очень,действительно
Russian,RY,very,really,person_2045,очень,действительно
Russian,RN,term,time,person_2045,срок,время
Russian,RN,view,sight,person_2045,Посмотреть,взгляд
Russian,RY,absolutely,completely,person_2045,абсолютно,полностью
Spanish,RV,try,choose,person_804,tratar,escoger
Spanish,RV,practice,do,person_804,práctica,hacer
Spanish,RV,done,tried,person_804,hecho,intentó
Spanish,RV,may,will,person_804,mayo,será
Spanish,RN,costs,expenses,person_804,costos,gastos
Spanish,RY,very,great,person_804,muy,genial
Spanish,RV,thank,think,person_804,gracias,pensar
Spanish,RJ,big,large,person_804,grande,grande
Turkish,RJ,fine,okay,person_2643,ince,Tamam
Turkish,RN,courses,lessons,person_2643,dersler,dersler
Turkish,RV,met,made,person_2643,met,yapılmış
Turkish,RN,staff,stuff,person_2643,Personel,şey
Portuguese,RN,resistance,stamina,person_2657,resistência,energia
Portuguese,RN,subject,question,person_2657,sujeito,questão
Portuguese,RV,kill,waste,person_2657,mate,desperdício
Portuguese,RY,specially,especially,person_2657,especialmente,especialmente
Russian,RN,power,energy,person_186,мощность,энергия
Spanish,RV,find,think,person_1160,encontrar,pensar
Spanish,RN,group,club,person_1160,grupo,club
Spanish,RV,wish,want,person_1160,deseo,querer
Spanish,RN,musical,music,person_1160,musical,música
Polish,RN,stuff,thing,person_435,rzeczy,rzecz
Polish,RN,seeking,searching,person_435,szukanie,badawczy
Spanish,RV,wonder,want,person_1821,preguntarse,querer
Chinese (Traditional),RV,granting,awarding,person_2494,發放,授牌
Chinese (Traditional),RV,found,noticed,person_2494,發現,注意到
Chinese (Traditional),RV,met,seen,person_2494,會見,看到
Chinese (Traditional),RV,stroke,have,person_2494,行程,有
Italian,RJ,well,good,person_1638,bene,bene
Italian,RV,reading,hearing,person_1638,lettura,udito
German,RV,living,staying,person_1162,Leben,bleiben
German,RN,camp,camping,person_1162,Lager,Camping
German,RN,beach,coast,person_1162,Strand,Küste
German,RN,good,item,person_1162,gut,Artikel
German,RN,nothing,something,person_1162,nichts,etwas
Thai,RJ,boring,bored,person_11,น่าเบื่อ,เบื่อ
Chinese (Traditional),RV,knew,learned,person_2696,知道,學到了
Chinese (Traditional),RN,Instruction,Introduction,person_2696,指令,介紹
Chinese (Traditional),RV,prove,improve,person_2696,證明,提高
Chinese (Traditional),RV,show,teach,person_2696,節目,教
Chinese (Traditional),RV,stay,get,person_2696,留,得到
Greek,RV,notice,note,person_2133,ειδοποίηση,Σημείωση
Greek,RN,bet,bed,person_2133,στοίχημα,κρεβάτι
Greek,RV,take,bring,person_2133,παίρνω,να φερεις
Greek,RN,competition,holiday,person_2133,ανταγωνισμός,αργία
Greek,RV,inform,tell,person_2133,πληροφορώ,λέγω
Greek,RY,so,such,person_2133,Έτσι,τέτοιος
Greek,RN,moment,time,person_2133,στιγμή,χρόνος
Portuguese,RN,tests,exams,person_2655,Testes,exames
Korean,RJ,wonderful,brilliant,person_999,훌륭한,훌륭한
Korean,RN,chance,opportunity,person_999,기회,기회
Korean,RN,works,work,person_999,공장,작업
Korean,RN,signatures,autographs,person_999,서명,사인
Greek,RV,brought,took,person_2090,έφερε,πήρε
Greek,RV,was,got,person_2090,ήταν,πήρε
Greek,RJ,young,early,person_2090,νέος,νωρίς
Greek,RV,assisted,helped,person_2090,βοήθεια,βοήθησα
Greek,RV,understood,realised,person_2090,κατανοητή,συνειδητοποίησα
Greek,RV,happen,was,person_2090,συμβεί,ήταν
Greek,RN,enjoyment,pleasure,person_2090,απόλαυση,ευχαρίστηση
Greek,RY,forwards,forward,person_741,εμπρός,προς τα εμπρός
Greek,RV,can,do,person_741,μπορώ,κάνω
Polish,RN,term,time,person_1599,semestr,czas
Polish,RV,train,do,person_1599,pociąg,robić
Polish,RV,requested,required,person_1599,wymagane,wymagany
French,RN,Ms,Madam,person_2084,Mme,Madame
French,RJ,well,good,person_2084,bien,bien
French,RV,buy,shop,person_2084,acheter,boutique
Portuguese,RJ,broken,broke,person_755,quebrado,quebrou
Portuguese,RV,could,should,person_755,poderia,devemos
Portuguese,RN,date,occasion,person_755,encontro,ocasião
Portuguese,RV,be,get,person_755,estar,pegue
Spanish,RJ,long,log,person_782,largo,Iniciar sesión
Chinese (Traditional),RV,tell,give,person_231,告訴,給
Chinese (Traditional),RY,However,Also,person_231,然而,也
Chinese (Traditional),RV,learning,studying,person_231,學習,研究
Chinese (Traditional),RN,brakes,breaks,person_231,剎車,休息
Chinese (Traditional),RN,players,musicians,person_231,玩家,音樂家
Chinese (Traditional),RN,date,day,person_231,日期,天
German,RV,live,stay,person_2279,Leben,bleibe
German,RN,entry,entrance,person_2279,Eintrag,Eingang
German,RV,collect,confiscate,person_2279,sammeln,beschlagnahmen
Italian,RV,satisfied,pleased,person_1759,soddisfatto,contento
Italian,RV,gone,been,person_1759,andato,stato
Italian,RN,period,time,person_1759,periodo,tempo
Italian,RJ,interested,interesting,person_1759,interessato,interessante
Italian,RN,journey,holiday,person_1759,viaggio,vacanza
Italian,RJ,amused,amusing,person_1759,divertito,divertente
Italian,RJ,glad,happy,person_1759,lieto,contento
Italian,RN,possibility,opportunity,person_1759,possibilità,opportunità
Italian,RV,meeting,seeing,person_1759,incontro,vedendo
Spanish,RN,fanatic,fan,person_2250,fanático,ventilador
Spanish,RJ,suitable,helpful,person_2250,adecuado,servicial
Spanish,RN,assistance,assistant,person_2250,asistencia,asistente
Spanish,RN,work,job,person_2250,trabajo,trabajo
Spanish,RN,performance,act,person_2250,actuación,acto
Spanish,RN,customs,costumes,person_2250,aduana,disfraces
Greek,RJ,fanatic,keen,person_1573,φανατικός,οξύς
Greek,RY,faithfully,sincerely,person_1573,πιστά,με εκτιμιση
Greek,RV,get,have,person_1573,παίρνω,έχω
German,RN,possibility,chance,person_754,Möglichkeit,Chance
German,RN,ground,surface,person_754,Boden,Oberfläche
German,RN,master,champion,person_754,Meister,Champion
German,RJ,afraid,worried,person_754,ängstlich,besorgt
German,RY,faithfully,sincerely,person_754,treu,Mit freundlichen Grüßen
German,RV,like,want,person_754,mögen,wollen
German,RN,light,lighting,person_754,Licht,Beleuchtung
German,RV,reach,achieve,person_754,erreichen,leisten
German,RY,ever,always,person_2091,je,immer
German,RN,surf,surfing,person_2091,Surfen,Surfen
German,RV,visited,attended,person_2091,hat besucht,besucht
German,RN,level,standard,person_2091,Niveau,Standard
Thai,RV,I'm,I've,person_807,ฉัน,ฉันได้
Thai,RN,stuff,staff,person_807,สิ่ง,บุคลากร
Thai,RN,stuff,staff,person_807,สิ่ง,บุคลากร
Portuguese,RN,travel,trip,person_2318,viagem,viagem
Portuguese,RY,out,away,person_2318,Fora,longe
Portuguese,RV,will,should,person_2318,vai,devemos
Portuguese,RV,answer,reply,person_2318,responda,resposta
Polish,RV,doing,making,person_2330,robić,zrobienie
Portuguese,RN,date,time,person_2442,encontro,Tempo
Portuguese,RV,increase,improve,person_2442,aumentar,melhorar
Portuguese,RY,too,really,person_2442,também,realmente
Portuguese,RV,aren't,don't,person_2442,não são,não faça
Portuguese,RV,known,met,person_2442,conhecido,conheceu
Portuguese,RJ,stressed,stressful,person_2442,estressado,estressante
Polish,RV,get,catches,person_393,dostać,połowy
Polish,RV,can,might,person_393,mogą,moc
Russian,RN,surf,surfing,person_2481,прибой,серфинг
Russian,RN,surf,surfing,person_2481,прибой,серфинг
Russian,RV,had,was,person_2481,имел,было
Russian,RN,serf,surfing,person_2481,крепостной,серфинг
Russian,RY,faithfully,sincerely,person_2481,верно,Искренне
Russian,RV,do,go,person_2481,делать,идти
Russian,RV,do,go,person_2481,делать,идти
Russian,RV,will,is,person_2481,будут,является
Spanish,RN,price,prize,person_1676,precio,premio
Spanish,RY,before,earlier,person_1676,antes de,más temprano
Spanish,RN,price,prize,person_1676,precio,premio
Spanish,RN,cloth,clothing,person_1676,paño,ropa
Spanish,RN,cloths,clothes,person_1676,telas,ropa
Spanish,RJ,bored,boring,person_1676,aburrido,aburrido
Spanish,RN,cloths,clothes,person_1676,telas,ropa
Spanish,RY,Sometime,Sometimes,person_1676,Algun tiempo,Algunas veces
Italian,RJ,funny,fun,person_1892,divertente,divertimento
Italian,RV,leaving,wasting,person_1892,in partenza,sprecare
Italian,RJ,funny,fun,person_1892,divertente,divertimento
Italian,RV,do,go,person_1892,fare,partire
French,RV,done,entered,person_2343,terminé,entré
French,RN,place,location,person_2343,endroit,emplacement
French,RN,moment,time,person_2343,moment,temps
French,RJ,nervous,irritable,person_2343,nerveux,irritable
French,RV,come,go,person_2343,viens,aller
Chinese (Traditional),RV,learn,acquire,person_1886,學習,獲得
Chinese (Traditional),RJ,suitable,right,person_1886,適當,對
Chinese (Traditional),RN,lesson,subject,person_1886,課,學科
Chinese (Traditional),RV,express,show,person_1886,表達,節目
Chinese (Traditional),RV,would,should,person_1886,將,應該
French,RN,cloth,clothing,person_109,tissu,Vêtements
French,RJ,precise,special,person_109,précis,spécial
