c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,case_id
hope,believe,person_2171,nadzieję,wierzyć,Polish,RV,pl,0.4581044912338257,0.4031299948692322,0.369912713766098,0.3390153646469116,0.3286508321762085,0.33183610439300537,0.3341894745826721,0.3213687539100647,0.32721656560897827,0.33096176385879517,0.33339715003967285,0.32614487409591675,case_2980
must,have,person_2171,musi,mieć,Polish,RV,pl,0.5042619705200195,0.5216577053070068,0.49217766523361206,0.4509848952293396,0.43663302063941956,0.42272138595581055,0.552044153213501,0.5450457334518433,0.5202415585517883,0.49105602502822876,0.4766479432582855,0.46590304374694824,case_2981
note,paper,person_2171,uwaga,papieru,Polish,RN,pl,0.21728357672691345,0.2178930789232254,0.20237553119659424,0.19162410497665405,0.187564879655838,0.1774407923221588,0.06851396709680557,0.0745808333158493,0.07431048154830933,0.08612032234668732,0.09228786081075668,0.09041862189769745,case_2982
said,mentioned,person_1874,powiedział,wspomniano,Polish,RV,pl,0.26037144660949707,0.25211989879608154,0.23983851075172424,0.25330159068107605,0.24103224277496338,0.23004253208637238,0.3955707550048828,0.39493340253829956,0.3814948797225952,0.37314051389694214,0.3646473288536072,0.36131033301353455,case_2983
explain,express,person_1233,wyjaśnić,wyrazić,Polish,RV,pl,0.2846106290817261,0.2555878162384033,0.23686669766902924,0.2295166552066803,0.22886009514331818,0.231344074010849,0.44019150733947754,0.4126148819923401,0.41667428612709045,0.4082832932472229,0.40257489681243896,0.4069038927555084,case_2984
countries,counties,person_1233,krajach,hrabstw,Polish,RN,pl,0.28542304039001465,0.25830692052841187,0.2538759112358093,0.23154309391975403,0.222057044506073,0.2175551950931549,0.35841208696365356,0.32100099325180054,0.3265867233276367,0.32757994532585144,0.3145379424095154,0.3127010464668274,case_2985
display,show,person_1233,wyświetlania,pokaż,Polish,RN,pl,0.3268592059612274,0.3020192086696625,0.2728574573993683,0.24905838072299957,0.23190371692180634,0.22239238023757935,0.20515169203281403,0.18730871379375458,0.1765187531709671,0.18007469177246094,0.17837268114089966,0.16890259087085724,case_2986
be,occur,person_1233,być,wystąpić,Polish,RV,pl,0.26951420307159424,0.2694305181503296,0.24983835220336914,0.22697272896766663,0.21903809905052185,0.21631494164466858,0.4492003321647644,0.41837379336357117,0.388100802898407,0.37515127658843994,0.36714422702789307,0.36653727293014526,case_2987
shoes,boots,person_1233,buty,buty,Polish,RN,pl,0.6385419368743896,0.5843695402145386,0.5698255896568298,0.5524088144302368,0.5427969694137573,0.5403037071228027,0.8162564039230347,0.7673153877258301,0.7184804677963257,0.6843292117118835,0.6641020178794861,0.6501853466033936,case_2988
important,crucial,person_1233,ważne,kluczowe,Polish,RJ,pl,0.7879348993301392,0.674359917640686,0.5722131729125977,0.5449308753013611,0.517693042755127,0.506005585193634,0.6062130928039551,0.5761112570762634,0.5035211443901062,0.49649471044540405,0.4877350926399231,0.4762132167816162,case_2989
comes,goes,person_1233,pochodzi,idzie,Polish,RV,pl,0.691020131111145,0.6105508208274841,0.5269026756286621,0.49218690395355225,0.4709547460079193,0.45850908756256104,0.24344903230667114,0.22099414467811584,0.21614837646484375,0.21899256110191345,0.21521425247192383,0.21083641052246094,case_2990
furthermore,however,person_1233,ponadto,jednak,Polish,RY,pl,0.553430438041687,0.5330985188484192,0.5218781232833862,0.4822179675102234,0.45358550548553467,0.43000859022140503,0.7128801345825195,0.7219036817550659,0.6662173271179199,0.6189401149749756,0.5936074256896973,0.5779761075973511,case_2991
latest,least,person_1233,najnowsza,najmniej,Polish,RJ,pl,0.09841381013393402,0.09618499875068665,0.08763483166694641,0.09716103971004486,0.09428239613771439,0.0944814682006836,0.14538438618183136,0.14492836594581604,0.14525431394577026,0.1584143489599228,0.16312400996685028,0.16126205027103424,case_2992
particular,special,person_1233,szczególności,specjalne,Polish,RJ,pl,0.2957132160663605,0.27359873056411743,0.2691890597343445,0.2653781771659851,0.2613639831542969,0.25219279527664185,0.2873268127441406,0.272908091545105,0.24880461394786835,0.2422654628753662,0.2356276512145996,0.2276519387960434,case_2993
shoes,boots,person_1233,buty,buty,Polish,RN,pl,0.6385419368743896,0.5843695402145386,0.5698255896568298,0.5524088144302368,0.5427969694137573,0.5403037071228027,0.8162564039230347,0.7673153877258301,0.7184804677963257,0.6843292117118835,0.6641020178794861,0.6501853466033936,case_2994
could,would,person_1235,może,byłby,Polish,RV,pl,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731,0.5167015194892883,0.5141321420669556,0.49952933192253113,0.4900519549846649,0.47749024629592896,0.4640766978263855,case_2995
show,entertainment,person_585,pokaż,rozrywka,Polish,RN,pl,0.2535535395145416,0.23958677053451538,0.23095110058784485,0.22261503338813782,0.22124534845352173,0.2172095626592636,0.1317877322435379,0.13082441687583923,0.1207922101020813,0.11720184236764908,0.11625302582979202,0.11271049082279205,case_2996
expected,suspected,person_585,oczekiwaniami,podejrzanych,Polish,RV,pl,0.21225126087665558,0.17123864591121674,0.1779210865497589,0.17986613512039185,0.1751689910888672,0.17363539338111877,0.11369478702545166,0.1166471540927887,0.12585459649562836,0.13210994005203247,0.13503071665763855,0.13383254408836365,case_2997
find,meet,person_585,znaleźć,spełniają,Polish,RV,pl,0.2798629403114319,0.2754615545272827,0.27312272787094116,0.24947190284729004,0.24042117595672607,0.23335270583629608,0.26168686151504517,0.25887030363082886,0.24645575881004333,0.2522621154785156,0.24867543578147888,0.24885691702365875,case_2998
opportunity,possibility,person_585,okazję,możliwość,Polish,RN,pl,0.32255256175994873,0.3143237829208374,0.28930938243865967,0.27906933426856995,0.2690611183643341,0.2599550485610962,0.4911879301071167,0.4592244029045105,0.4487236738204956,0.4281347393989563,0.4133487641811371,0.40290746092796326,case_2999
ordinary,common,person_585,zwykłych,wspólne,Polish,RJ,pl,0.2885321378707886,0.26874473690986633,0.24630442261695862,0.2365933358669281,0.23373618721961975,0.2367561161518097,0.14800265431404114,0.14425364136695862,0.14420777559280396,0.152085542678833,0.148279070854187,0.1453748345375061,case_3000
ticket,price,person_2171,bilet,cena,Polish,RN,pl,0.25758516788482666,0.23530283570289612,0.22220662236213684,0.21299955248832703,0.20709678530693054,0.19946876168251038,0.15116143226623535,0.15350395441055298,0.14044040441513062,0.1339969038963318,0.13159997761249542,0.13307449221611023,case_3001
hope,hoe,person_2171,nadzieję,motyka,Polish,RV,pl,0.08485296368598938,0.06639372557401657,0.0758030042052269,0.08009518682956696,0.08127263933420181,0.08218859881162643,0.09259942173957825,0.09553360193967819,0.08706837892532349,0.08487792313098907,0.08209183067083359,0.07861588895320892,case_3002
hope,supposed,person_2171,nadzieję,przypuszczalny,Polish,RV,pl,0.25507113337516785,0.22965028882026672,0.20937776565551758,0.20468491315841675,0.20559975504875183,0.21369023621082306,0.21951068937778473,0.22074231505393982,0.20937269926071167,0.20540067553520203,0.19572213292121887,0.19163456559181213,case_3003
like,can,person_2171,jak,może,Polish,RV,pl,0.3829602599143982,0.4069846272468567,0.41707295179367065,0.3916168808937073,0.38283148407936096,0.37012577056884766,0.434372216463089,0.390484094619751,0.4059721827507019,0.41023075580596924,0.41270381212234497,0.4038347899913788,case_3004
ms,mr,person_1549,ms,mr,Polish,RN,pl,0.27669304609298706,0.28372323513031006,0.27596771717071533,0.2715551257133484,0.26692837476730347,0.26339009404182434,0.2602795958518982,0.296140193939209,0.31914061307907104,0.33330661058425903,0.3395211696624756,0.3448946475982666,case_3005
especially,specially,person_1549,zwłaszcza,specjalnie,Polish,RY,pl,0.34219878911972046,0.33667248487472534,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763,0.3067537844181061,0.30289679765701294,0.3087335228919983,0.3180028796195984,0.3149374723434448,0.3113167881965637,case_3006
should,would,person_1549,powinny,byłby,Polish,RV,pl,0.6448183655738831,0.6456886529922485,0.5800858736038208,0.5456504821777344,0.5286440849304199,0.526125431060791,0.38876456022262573,0.39924848079681396,0.39677387475967407,0.3940938711166382,0.38283848762512207,0.37312012910842896,case_3007
part,place,person_1549,części,miejsce,Polish,RN,pl,0.28951913118362427,0.2592041492462158,0.25282588601112366,0.24281086027622223,0.2439044862985611,0.23586970567703247,0.22012290358543396,0.1967725157737732,0.19275441765785217,0.1926015168428421,0.19640012085437775,0.19135203957557678,case_3008
tell,write,person_1549,powiedzieć,napisz,Polish,RV,pl,0.3699246048927307,0.34827756881713867,0.3308451175689697,0.299851655960083,0.2848159670829773,0.2815578579902649,0.32377055287361145,0.3126784563064575,0.3105970621109009,0.2938888669013977,0.2988603115081787,0.2949014902114868,case_3009
won't,don't,person_1549,przyzwyczajenie,nie,Polish,RV,pl,0.8754955530166626,0.8408496975898743,0.7934730052947998,0.7679389715194702,0.7521538734436035,0.7386971712112427,0.28050851821899414,0.27381619811058044,0.28026026487350464,0.27819615602493286,0.28226760029792786,0.27789682149887085,case_3010
excited,exciting,person_453,podekscytowany,ekscytujące,Polish,RJ,pl,0.46803736686706543,0.45588359236717224,0.43774574995040894,0.39751800894737244,0.374910831451416,0.366477370262146,0.3458020091056824,0.31450411677360535,0.30947345495224,0.2788567543029785,0.2705211043357849,0.2616423964500427,case_3011
plans,planes,person_453,plany,samoloty,Polish,RN,pl,0.13051968812942505,0.11596372723579407,0.09608355164527893,0.08090384304523468,0.07663683593273163,0.07478290796279907,0.26923415064811707,0.2504315972328186,0.2624548077583313,0.25028687715530396,0.2503868043422699,0.24457740783691406,case_3012
get,have,person_453,uzyskać,mieć,Polish,RV,pl,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.4788127839565277,0.45718127489089966,0.42368167638778687,0.4148900806903839,0.41387656331062317,0.41730910539627075,case_3013
mrs,mr,person_251,mrs,mr,Polish,RN,pl,0.655232846736908,0.5747710466384888,0.5164726972579956,0.4972870349884033,0.49167484045028687,0.48746639490127563,0.5774434208869934,0.5000143051147461,0.45561128854751587,0.4330637454986572,0.42853590846061707,0.4203689694404602,case_3014
avoid,omit,person_585,uniknąć,pominąć,Polish,RV,pl,0.33899009227752686,0.32007503509521484,0.3174512982368469,0.3110034167766571,0.29858577251434326,0.2957477569580078,0.4516334533691406,0.4433371424674988,0.40795230865478516,0.39124614000320435,0.3942362666130066,0.39861205220222473,case_3015
audience,viewers,person_251,publiczności,widzów,Polish,RN,pl,0.5255886912345886,0.4888382852077484,0.4771479368209839,0.46873825788497925,0.4506118893623352,0.44994285702705383,0.5509881973266602,0.5521734356880188,0.4798681139945984,0.44224125146865845,0.41544678807258606,0.3953702747821808,case_3016
play,make,person_251,grać,zrobić,Polish,RV,pl,0.2065175473690033,0.21174609661102295,0.2071574330329895,0.19571863114833832,0.1888805329799652,0.18323543667793274,0.4225109815597534,0.3931959569454193,0.368561327457428,0.35095542669296265,0.35461708903312683,0.359441876411438,case_3017
world,word,person_251,świata,word,Polish,RN,pl,0.13494938611984253,0.14466464519500732,0.136478453874588,0.1150003969669342,0.10463438928127289,0.09806614369153976,0.08937963843345642,0.09654055535793304,0.0736672431230545,0.07186241447925568,0.06844847649335861,0.06559275090694427,case_3018
have,make,person_251,mieć,zrobić,Polish,RV,pl,0.24819259345531464,0.28129416704177856,0.3000525236129761,0.3073427379131317,0.3078686594963074,0.29945409297943115,0.44616979360580444,0.4229593873023987,0.40477198362350464,0.41175347566604614,0.41776007413864136,0.4167376160621643,case_3019
personally,privacy,person_251,osobiście,prywatności,Polish,RY,pl,0.09032648801803589,0.08401532471179962,0.09283099323511124,0.08995097875595093,0.08558608591556549,0.08564543724060059,0.12033996731042862,0.1187065839767456,0.11866894364356995,0.12434953451156616,0.1212577223777771,0.11992509663105011,case_3020
mrs,mr,person_251,mrs,mr,Polish,RN,pl,0.655232846736908,0.5747710466384888,0.5164726972579956,0.4972870349884033,0.49167484045028687,0.48746639490127563,0.5774434208869934,0.5000143051147461,0.45561128854751587,0.4330637454986572,0.42853590846061707,0.4203689694404602,case_3021
hear,get,person_251,usłyszeć,uzyskać,Polish,RV,pl,0.34858113527297974,0.3393342196941376,0.32159703969955444,0.28908613324165344,0.28168147802352905,0.27943921089172363,0.4159008264541626,0.39689111709594727,0.3547629415988922,0.33970731496810913,0.3411524295806885,0.34190285205841064,case_3022
mentioned,meant,person_251,wspomniano,oznaczało,Polish,RV,pl,0.2966039180755615,0.3094924986362457,0.3055868446826935,0.2971000373363495,0.29780638217926025,0.29647332429885864,0.3085581660270691,0.31873035430908203,0.31261739134788513,0.3037579357624054,0.3035883903503418,0.3039175868034363,case_3023
careful,great,person_1331,ostrożny,świetne,Polish,RJ,pl,0.23147614300251007,0.2246447503566742,0.19703105092048645,0.17898234724998474,0.18320465087890625,0.18393366038799286,0.16331376135349274,0.159049391746521,0.17683586478233337,0.16216574609279633,0.15375500917434692,0.14607161283493042,case_3024
reduce,lessen,person_1331,zmniejszyć,zmniejszyć,Polish,RV,pl,0.7667067050933838,0.7173210978507996,0.6565983891487122,0.5894268751144409,0.5602970123291016,0.5380178093910217,0.867564857006073,0.8175585865974426,0.7461073398590088,0.6964119672775269,0.669888436794281,0.6526355147361755,case_3025
now,already,person_1331,teraz,już,Polish,RY,pl,0.4270366430282593,0.3914416432380676,0.3896399438381195,0.37885987758636475,0.3635466694831848,0.3614148795604706,0.7332029342651367,0.6885387897491455,0.6405010223388672,0.5999349355697632,0.5797935724258423,0.5597673058509827,case_3026
offer,make,person_251,oferują,zrobić,Polish,RV,pl,0.270682692527771,0.25515106320381165,0.25639498233795166,0.23482093214988708,0.2247050702571869,0.22069737315177917,0.27163925766944885,0.26192402839660645,0.25740379095077515,0.2601362466812134,0.2579723596572876,0.2603740692138672,case_3027
really,absolutely,person_2123,naprawdę,absolutnie,Polish,RY,pl,0.46033281087875366,0.44551634788513184,0.42582178115844727,0.4075503349304199,0.4037136435508728,0.3979782164096832,0.5590255260467529,0.5749845504760742,0.5553262829780579,0.5433812141418457,0.5397030115127563,0.5267435312271118,case_3028
do,make,person_2171,zrobić,zrobić,Polish,RV,pl,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205,0.8327521085739136,0.7749338746070862,0.7140608429908752,0.6782237887382507,0.6574755907058716,0.6441903710365295,case_3029
walking,going,person_2123,chodzenie,będzie,Polish,RV,pl,0.28899097442626953,0.2439117282629013,0.23991864919662476,0.23141492903232574,0.22443968057632446,0.21716904640197754,0.14414836466312408,0.14981698989868164,0.1608523726463318,0.15435370802879333,0.1571788191795349,0.15605998039245605,case_3030
reason,cause,person_223,powodu,przyczyna,Polish,RN,pl,0.35154467821121216,0.33538496494293213,0.310589462518692,0.2852339744567871,0.2839043140411377,0.27468442916870117,0.43766406178474426,0.43287262320518494,0.41791459918022156,0.38611528277397156,0.36060166358947754,0.3614673316478729,case_3031
today,recently,person_223,dziś,niedawno,Polish,RY,pl,0.30558517575263977,0.2667596936225891,0.25716885924339294,0.2447819709777832,0.24410030245780945,0.2368166744709015,0.502189040184021,0.4844054579734802,0.4622862935066223,0.4366263747215271,0.4263780117034912,0.41616976261138916,case_3032
talk,connect,person_223,rozmawiać,połączyć,Polish,RV,pl,0.16499143838882446,0.14558856189250946,0.1362411379814148,0.12016702443361282,0.11420625448226929,0.11192972213029861,0.38614481687545776,0.3735881745815277,0.3482026159763336,0.334439754486084,0.33490681648254395,0.3333616852760315,case_3033
audience,viewers,person_587,publiczności,widzów,Polish,RN,pl,0.5255886912345886,0.4888382852077484,0.4771479368209839,0.46873825788497925,0.4506118893623352,0.44994285702705383,0.5509881973266602,0.5521734356880188,0.4798681139945984,0.44224125146865845,0.41544678807258606,0.3953702747821808,case_3034
have,spent,person_587,mieć,spędził,Polish,RV,pl,0.290307879447937,0.25942862033843994,0.23540835082530975,0.213850736618042,0.21703557670116425,0.2140035331249237,0.18134969472885132,0.20319125056266785,0.19872355461120605,0.19900868833065033,0.2000691145658493,0.2015678882598877,case_3035
matter,mater,person_587,materii,mater,Polish,RN,pl,0.226462721824646,0.215023010969162,0.18459808826446533,0.17386306822299957,0.16827072203159332,0.16145429015159607,0.3609338402748108,0.3074008822441101,0.26032790541648865,0.22814571857452393,0.22133664786815643,0.21686872839927673,case_3036
see,meet,person_587,zobacz,spełniają,Polish,RV,pl,0.2851015329360962,0.2559128999710083,0.24312631785869598,0.2261945605278015,0.2189907729625702,0.21465301513671875,0.23504149913787842,0.21233993768692017,0.2002929449081421,0.18534345924854279,0.1764262169599533,0.17316657304763794,case_3037
ban,abandon,person_587,zbanować,porzucić,Polish,RV,pl,0.18583668768405914,0.18355107307434082,0.18337371945381165,0.18811121582984924,0.19162794947624207,0.19492259621620178,0.3338853716850281,0.26971811056137085,0.2615661919116974,0.26798081398010254,0.28725767135620117,0.2998335361480713,case_3038
waste,sewage,person_587,odpadów,ścieków,Polish,RN,pl,0.39143210649490356,0.35215961933135986,0.345938503742218,0.34230971336364746,0.341796338558197,0.3429635763168335,0.5649763345718384,0.5465750694274902,0.5250064730644226,0.489631325006485,0.4793010950088501,0.46862393617630005,case_3039
wisely,considerably,person_587,mądrze,znacznie,Polish,RY,pl,0.17618221044540405,0.16949431598186493,0.17269250750541687,0.16965918242931366,0.1659342646598816,0.16277608275413513,0.2514125108718872,0.25747621059417725,0.26342082023620605,0.2644934058189392,0.2625070810317993,0.25700312852859497,case_3040
giving,telling,person_223,dając,opowiadać,Polish,RV,pl,0.3602883815765381,0.3445437252521515,0.3621109127998352,0.3608703017234802,0.35170745849609375,0.3447989225387573,0.20959250628948212,0.2065500020980835,0.210840106010437,0.2020072638988495,0.20196247100830078,0.20524601638317108,case_3041
went,was,person_1005,poszedł,został,Polish,RV,pl,0.5267217755317688,0.536994457244873,0.4917770028114319,0.45946770906448364,0.4332193434238434,0.42118310928344727,0.3904540538787842,0.3736419677734375,0.36910441517829895,0.3560420274734497,0.355042040348053,0.35823678970336914,case_3042
explaining,telling,person_2131,wyjaśniając,opowiadać,Polish,RV,pl,0.47062331438064575,0.45236480236053467,0.44830745458602905,0.42904847860336304,0.4119477868080139,0.40174010396003723,0.3399299681186676,0.33577534556388855,0.3323891758918762,0.3357308506965637,0.3383689522743225,0.33038613200187683,case_3043
made,gave,person_2131,wykonane,dał,Polish,RV,pl,0.31031256914138794,0.28017759323120117,0.26736196875572205,0.2688533663749695,0.27810633182525635,0.28241461515426636,0.08793282508850098,0.11000142991542816,0.11007661372423172,0.1245575100183487,0.12438911199569702,0.12680426239967346,case_3044
suggestion,proposition,person_2131,sugestia,propozycja,Polish,RN,pl,0.25418519973754883,0.2640361189842224,0.24713581800460815,0.23879516124725342,0.24010613560676575,0.23744651675224304,0.5758593082427979,0.5542092323303223,0.5168721675872803,0.4942591190338135,0.4833243191242218,0.4695330262184143,case_3045
show,art,person_967,pokaż,sztuki,Polish,RN,pl,0.19083884358406067,0.1862170249223709,0.17958992719650269,0.16675783693790436,0.1630016565322876,0.16374489665031433,0.06977660953998566,0.05368344485759735,0.05743319168686867,0.06497759371995926,0.06765405833721161,0.06519073247909546,case_3046
started,had,person_967,rozpoczął,miał,Polish,RV,pl,0.4158937335014343,0.43367326259613037,0.39885619282722473,0.39948081970214844,0.3888612389564514,0.3845592141151428,0.42779284715652466,0.39821064472198486,0.36550188064575195,0.35194116830825806,0.3396267890930176,0.3467240035533905,case_3047
faithfully,sincerely,person_967,wiernie,szczerze,Polish,RY,pl,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.26920968294143677,0.27341359853744507,0.2695748805999756,0.24786949157714844,0.24341969192028046,0.2433401644229889,case_3048
present-day,current,person_2123,dzisiejszego,bieżącego,Polish,RJ,pl,0.2781643271446228,0.2092440277338028,0.20130842924118042,0.20106202363967896,0.19709306955337524,0.18868638575077057,0.5048953294754028,0.50064849853515625,0.47983285784721375,0.46783095598220825,0.4566934406757355,0.4516497254371643,case_3049
definitely,exactly,person_903,zdecydowanie,dokładnie,Polish,RY,pl,0.3194182515144348,0.2946619987487793,0.2875920534133911,0.2806573510169983,0.29457396268844604,0.2881593108177185,0.26383668184280396,0.2882440686225891,0.3038887679576874,0.3131915330886841,0.31460559368133545,0.3176390528678894,case_3050
still,yet,person_903,nadal,jeszcze,Polish,RY,pl,0.4406644105911255,0.4299253225326538,0.40424060821533203,0.4076758027076721,0.39222252368927,0.378746896982193,0.5035363435745239,0.5077062249183655,0.5154693722724915,0.506804347038269,0.5121219158172607,0.5005061626434326,case_3051
much,really,person_903,znacznie,naprawdę,Polish,RY,pl,0.4906529188156128,0.4562855362892151,0.4385800063610077,0.43488192558288574,0.4281005859375,0.42356348037719727,0.4282274842262268,0.4230310618877411,0.44612401723861694,0.42921289801597595,0.42054373025894165,0.40934324264526367,case_3052
faithfully,sincerely,person_1005,wiernie,szczerze,Polish,RY,pl,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.26920968294143677,0.27341359853744507,0.2695748805999756,0.24786949157714844,0.24341969192028046,0.2433401644229889,case_3053
advertisement,offer,person_223,ogłoszenie,oferta,Polish,RN,pl,0.1967756301164627,0.1780751347541809,0.16149717569351196,0.155670627951622,0.15161745250225067,0.14501336216926575,0.24497723579406738,0.23378559947013855,0.22633183002471924,0.22059357166290283,0.21764251589775085,0.21425551176071167,case_3054
get,come,person_967,uzyskać,przyjść,Polish,RV,pl,0.46444830298423767,0.4988113045692444,0.4635503888130188,0.4326629042625427,0.4281502962112427,0.41691502928733826,0.3247084617614746,0.3308320641517639,0.29688143730163574,0.29972338676452637,0.3076900243759155,0.30712902545928955,case_3055
also,neither,person_960,również,ani,Polish,RY,pl,0.22201715409755707,0.2228829264640808,0.25908342003822327,0.27537059783935547,0.2814992368221283,0.28093206882476807,0.39234113693237305,0.4142794609069824,0.4191664755344391,0.3852066993713379,0.38370633125305176,0.38025495409965515,case_3056
advertised,offered,person_223,reklamowane,oferowane,Polish,RV,pl,0.34323394298553467,0.3149343729019165,0.3206927180290222,0.30791962146759033,0.2919454872608185,0.2798857092857361,0.48127418756484985,0.43849048018455505,0.42744454741477966,0.4217432141304016,0.4258362054824829,0.43444716930389404,case_3057
will,should,person_2123,będzie,powinny,Polish,RV,pl,0.6449674367904663,0.646898627281189,0.5813775658607483,0.5373490452766418,0.513840913772583,0.5031695365905762,0.37327390909194946,0.37527984380722046,0.3872389793395996,0.3736577332019806,0.37341630458831787,0.3702201247215271,case_3058
go,get,person_2123,przejdź,uzyskać,Polish,RV,pl,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.36647355556488037,0.1835196614265442,0.18817797303199768,0.17650827765464783,0.1715523898601532,0.17531642317771912,0.17832280695438385,case_3059
starred,stared,person_625,gwiazdką,patrzył,Polish,RV,pl,0.18763163685798645,0.18284060060977936,0.17610110342502594,0.1619042605161667,0.15123561024665833,0.14407488703727722,0.07143419981002808,0.08608178794384003,0.0800827145576477,0.08908192068338394,0.0931139588356018,0.09009040892124176,case_3060
stated,written,person_625,stwierdził,napisane,Polish,RV,pl,0.3542007505893707,0.3271405100822449,0.2955336570739746,0.2819851338863373,0.27831339836120605,0.2680131196975708,0.24628612399101257,0.2603444755077362,0.2450082004070282,0.23820236325263977,0.23232334852218628,0.22717049717903137,case_3061
have,drink,person_625,mieć,pić,Polish,RV,pl,0.15983441472053528,0.15401503443717957,0.14023269712924957,0.13164399564266205,0.13038688898086548,0.13007153570652008,0.3699706196784973,0.335015207529068,0.31564199924468994,0.30739885568618774,0.30620670318603516,0.30653077363967896,case_3062
state,indicate,person_619,państwa,wskazać,Polish,RV,pl,0.16794562339782715,0.14451861381530762,0.12581808865070343,0.11795024573802948,0.11399489641189575,0.11345917731523514,0.17392021417617798,0.16490350663661957,0.16587206721305847,0.16212254762649536,0.15330898761749268,0.15199020504951477,case_3063
gave,put,person_619,dał,umieścić,Polish,RV,pl,0.38438332080841064,0.3446640372276306,0.3717726171016693,0.3590943515300751,0.3380298614501953,0.3293266296386719,0.29780256748199463,0.3158050775527954,0.30061227083206177,0.30429911613464355,0.29803818464279175,0.29745322465896606,case_3064
times,hours,person_619,razy,godzin,Polish,RN,pl,0.39862102270126343,0.3761352300643921,0.3502974510192871,0.34180378913879395,0.3308177590370178,0.32368001341819763,0.4023503065109253,0.36017078161239624,0.3466108441352844,0.3293163776397705,0.32183390855789185,0.32033875584602356,case_3065
stated,mentioned,person_619,stwierdził,wspomniano,Polish,RV,pl,0.5626177787780762,0.5757118463516235,0.5192657113075256,0.4761984944343567,0.45141804218292236,0.44080233573913574,0.4439278244972229,0.44222939014434814,0.4340429902076721,0.4158850908279419,0.40918880701065063,0.40239399671554565,case_3066
getting,coming,person_619,coraz,pochodzących,Polish,RV,pl,0.428974449634552,0.38604629039764404,0.38203388452529907,0.3730912208557129,0.354550302028656,0.3497808575630188,0.14379195868968964,0.1581486165523529,0.15285724401474,0.15549910068511963,0.15840837359428406,0.16070598363876343,case_3067
guess,predict,person_2123,odgadnąć,przewidzieć,Polish,RV,pl,0.30867230892181396,0.2880086898803711,0.2704395055770874,0.26477521657943726,0.2481275498867035,0.24717482924461365,0.467651903629303,0.41572073101997375,0.401608407497406,0.41330909729003906,0.4247351288795471,0.42784032225608826,case_3068
going,coming,person_619,będzie,pochodzących,Polish,RV,pl,0.6066758632659912,0.5071319937705994,0.4564235806465149,0.43560636043548584,0.413415789604187,0.40359675884246826,0.10891580581665039,0.10410626977682114,0.11109040677547455,0.11636333167552948,0.1204756423830986,0.12122964859008789,case_3069
performing,playing,person_619,wykonywania,grając,Polish,RV,pl,0.3528404235839844,0.3033810555934906,0.28060615062713623,0.2647441625595093,0.2669540345668793,0.25447049736976624,0.16517752408981323,0.1623690128326416,0.15355724096298218,0.15051841735839844,0.14861220121383667,0.1468866467475891,case_3070
claimed,advertised,person_619,twierdził,reklamowane,Polish,RV,pl,0.2637102007865906,0.25060510635375977,0.24927395582199097,0.25350475311279297,0.24884091317653656,0.24895881116390228,0.12387959659099579,0.15288949012756348,0.1416110396385193,0.1462693214416504,0.14151842892169952,0.13997511565685272,case_3071
way,possibility,person_619,sposób,możliwość,Polish,RN,pl,0.2583627700805664,0.24939244985580444,0.22279125452041626,0.22378072142601013,0.22393903136253357,0.22605115175247192,0.29805076122283936,0.2599039673805237,0.26395437121391296,0.2641443610191345,0.2629588544368744,0.26307862997055054,case_3072
tell,say,person_619,powiedzieć,powiedzieć,Polish,RV,pl,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.49925416707992554,0.48385900259017944,0.47163161635398865,0.8243135213851929,0.7847696542739868,0.7272046804428101,0.6909462213516235,0.672307550907135,0.6590818166732788,case_3073
next,nearest,person_619,następnego,najbliższe,Polish,RJ,pl,0.23734891414642334,0.19955801963806152,0.1956295371055603,0.17129802703857422,0.16777361929416656,0.1591707319021225,0.26674532890319824,0.2762563228607178,0.25336652994155884,0.2582615613937378,0.24873489141464233,0.24192693829536438,case_3074
sensitive,sensible,person_619,wrażliwe,rozsądne,Polish,RJ,pl,0.23921716213226318,0.2316988706588745,0.22551515698432922,0.24030813574790955,0.2516443431377411,0.2576447129249573,0.3306378722190857,0.323138564825058,0.3369620442390442,0.3505024313926697,0.35093164443969727,0.34977197647094727,case_3075
