c,i,id,l1_c,l1_i,language,type,code,english_overlap
ways,meanings,person_3019,maneres,significats,Catalan,RN,ca,0.253703977901941
made,done,person_3019,fet,fet,Catalan,RV,ca,0.2661939435558714
jobs,works,person_3019,feines,obres,Catalan,RN,ca,0.1263996329051063
jobs,works,person_3019,feines,obres,Catalan,RN,ca,0.1263996329051063
smaller,minor,person_3019,menor,menor,Catalan,RJ,ca,0.1943323455602215
get,take,person_3019,aconseguir,prendre,Catalan,RV,ca,0.48988491359918357
hope,wish,person_556,희망,소원,Korean,RV,ko,0.45119574679605157
wanting,willing,person_1298,원하는,기꺼이,Korean,RV,ko,0.44865212346125627
classical,classic,person_134,고전,고전적인,Korean,RJ,ko,0.3567394204407931
will,can,person_134,됩니다,수,Korean,RV,ko,0.6176790942075501
have,get,person_134,가지고,얻을,Korean,RV,ko,0.46326255603942595
very,so,person_284,매우,그래서,Korean,RY,ko,0.41379074142976513
very,so,person_284,매우,그래서,Korean,RY,ko,0.41379074142976513
very,so,person_284,매우,그래서,Korean,RY,ko,0.41379074142976513
very,so,person_284,매우,그래서,Korean,RY,ko,0.41379074142976513
country,county,person_284,국가,카운티,Korean,RN,ko,0.2785433860075759
location,place,person_284,위치,장소,Korean,RN,ko,0.3250949988781146
expected,supposed,person_472,예상,했어야,Korean,RV,ko,0.31876227682795866
organising,making,person_472,조직,만들기,Korean,RV,ko,0.2554149637427883
arranging,providing,person_571,정렬,제공,Korean,RV,ko,0.2985824548036895
offer,help,person_571,제공,도움이,Korean,RV,ko,0.27211854420663495
organised,developed,person_571,주관,개발,Korean,RV,ko,0.22837359294297482
done,spent,person_571,행해진다,보냈다,Korean,RV,ko,0.23851514656320266
normal,proper,person_1008,정상적인,올바른,Korean,RJ,ko,0.20127775539959042
attendees,audiences,person_1008,참석자,관객,Korean,RN,ko,0.33143906320081806
prefer,do,person_1008,선호,할,Korean,RV,ko,0.3764335945911964
entertaining,amusing,person_2265,접대,재미난,Korean,RN,ko,0.5323110259006594
take,bring,person_2265,걸릴,가져올,Korean,RV,ko,0.3767094029229452
performing,playing,person_1588,수행,재생,Korean,RV,ko,0.2806754366013303
greatly,highly,person_1588,크게,높게,Korean,RY,ko,0.3213897461361249
started,became,person_1588,시작,되었다,Korean,RV,ko,0.3675257342413727
on,available,person_419,에,유효한,Korean,RJ,ko,0.131450805576634
had,are,person_419,했다,됩니다,Korean,RV,ko,0.311675008810378
do,have,person_419,할,가지고,Korean,RV,ko,0.385893082855613
find,search,person_419,찾을,검색할,Korean,RV,ko,0.3907897403805227
role,roll,person_2093,역할,롤,Korean,RN,ko,0.02554026320693864
make,say,person_2093,만들,말할,Korean,RV,ko,0.3032639694462187
get,have,person_2093,얻을,가지고,Korean,RV,ko,0.46326255603942595
clothes,cloths,person_2093,옷,피복,Korean,RN,ko,0.5626046156686393
role,roll,person_2093,역할,롤,Korean,RN,ko,0.02554026320693864
clothes,cloth,person_2093,옷,피복,Korean,RN,ko,0.3656914463501848
upsetting,upset,person_423,화나게,화가,Korean,RJ,ko,0.5267012111612834
tells,talks,person_423,알려줍니다,이야기,Korean,RV,ko,0.3123453361603942
thinking,considering,person_423,생각,고려,Korean,RV,ko,0.4514016690785466
had,got,person_423,했다,있어,Korean,RV,ko,0.5548759252093133
trust,believe,person_423,믿어,믿는,Korean,RV,ko,0.3293540765805052
told,talked,person_423,말했다,얘기,Korean,RV,ko,0.5791710219181976
became,got,person_1163,되었다,있어,Korean,RV,ko,0.2804293497173106
chef,chief,person_1163,요리사,수석,Korean,RN,ko,0.2942722434161187
problem,trouble,person_1163,문제,말썽,Korean,RN,ko,0.438150879698871
so,too,person_1163,그래서,너무,Korean,RY,ko,0.48448487372720905
now,actually,person_1163,지금,실제로,Korean,RY,ko,0.3690457029539237
what,how,person_1163,무엇,방법,Korean,RY,ko,0.5993103906880639
disappointed,disappointing,person_1188,실망,실망,Korean,RJ,ko,0.592304820577084
displayed,showed,person_1188,표시,보여주었다,Korean,RV,ko,0.3382806647717587
seen,shown,person_1188,본,표시,Korean,RV,ko,0.38745009006940684
opportunities,chances,person_1893,기회,기회,Korean,RN,ko,0.2836114716455368
developed,developing,person_687,개발,개발,Korean,RJ,ko,0.34356326314714447
will,should,person_1664,됩니다,해야,Korean,RV,ko,0.6260343299404381
play,do,person_1664,재생,할,Korean,RV,ko,0.2052168597262832
extent,amount,person_1664,넓이,금액,Korean,RN,ko,0.3147882543081476
affect,affection,person_1664,영향,애정,Korean,RN,ko,0.09921611157590635
take,bring,person_696,걸릴,가져올,Korean,RV,ko,0.3767094029229452
went,get,person_132,갔다,얻을,Korean,RV,ko,0.329798578988563
great,grateful,person_132,위대한,감사,Korean,RJ,ko,0.3493889887596108
colleagues,colleges,person_132,동료,대학,Korean,RN,ko,0.1371139206099254
understanding,understandable,person_132,이해,이해할,Korean,RJ,ko,0.29488870432693004
manager,runner,person_285,관리자,러너,Korean,RN,ko,0.12793779930362598
just,only,person_100,그냥,만,Korean,RY,ko,0.523938030199832
stadiums,pitches,person_2349,경기장,투구,Korean,RN,ko,0.2420820471427828
gave,inform,person_1456,준,알릴,Korean,RV,ko,0.21032050395386465
actual,real,person_1240,실제,진짜,Korean,RJ,ko,0.43018306596117073
tasks,stuffs,person_1240,작업,넣어서,Korean,RN,ko,0.2021225959483962
environment,nature,person_1240,환경,자연,Korean,RN,ko,0.321036222020042
staff,stuff,person_2429,직원,물건,Korean,RN,ko,0.07474300934776673
give,do,person_2429,줄,할,Korean,RV,ko,0.36130824055187727
fabrics,cloths,person_2429,직물,피복,Korean,RN,ko,0.45003806078585235
describe,answer,person_2617,설명,대답할,Korean,RV,ko,0.20047300836107185
thanks,owing,person_2617,덕분,때문,Korean,RJ,ko,0.1582196780945671
have,get,person_2617,가지고,얻을,Korean,RV,ko,0.46326255603942595
went,get,person_2498,갔다,얻을,Korean,RV,ko,0.329798578988563
have,be,person_2498,가지고,될,Korean,RV,ko,0.44710093795198513
too,so,person_2498,너무,그래서,Korean,RY,ko,0.48448487372720905
dressed,wear,person_2498,입고,착용,Korean,RV,ko,0.35117133139765516
future,further,person_2498,미래의,더,Korean,RJ,ko,0.19339661715572398
times,days,person_2498,번,일,Korean,RN,ko,0.39832693388540263
restaurant,testament,person_1813,레스토랑,유언,Korean,RN,ko,0.033394359724462114
still,till,person_1813,아직도,까지,Korean,RY,ko,0.2781998619669105
made,changed,person_1813,만든,변경,Korean,RV,ko,0.24486797888670125
receive,take,person_1031,받을,걸릴,Korean,RV,ko,0.22284458266388363
country,county,person_1031,국가,카운티,Korean,RN,ko,0.2785433860075759
allowed,made,person_1031,허용,만든,Korean,RV,ko,0.25728588851050077
means,way,person_2663,수단,방법,Korean,RN,ko,0.2702741581918878
then,after,person_2663,다음,후,Korean,RY,ko,0.47213310234278055
missed,lost,person_2474,놓친,잃어버린,Korean,RV,ko,0.2868600887515489
so,such,person_1988,그래서,그러한,Korean,RY,ko,0.27392166560280373
hope,wish,person_1988,희망,소원,Korean,RV,ko,0.45119574679605157
after,later,person_1988,후,나중,Korean,RY,ko,0.5194922957326031
trip,travel,person_1205,여행,여행,Korean,RN,ko,0.4148212561435649
countryside,nature,person_1205,시골,자연,Korean,RN,ko,0.24858389230153255
what,how,person_1205,무엇,방법,Korean,RY,ko,0.5993103906880639
pack,prepare,person_1205,포장,준비,Korean,RV,ko,0.13254027621489212
scenario,scenery,person_1205,시나리오,경관,Korean,RN,ko,0.12360323676035703
be,go,person_15,될,갈,Korean,RV,ko,0.43444323391630985
helped,make,person_15,도왔습니다,만들,Korean,RV,ko,0.2800624544308297
now,how,person_2647,지금,방법,Korean,RY,ko,0.28524495399432415
countryside,nature,person_2647,시골,자연,Korean,RN,ko,0.24858389230153255
brilliant,wonderful,person_999,화려한,멋진,Korean,RJ,ko,0.5903611767069696
opportunity,chance,person_999,기회,기회,Korean,RN,ko,0.524722525261798
work,works,person_999,작업,작품이,Korean,RN,ko,0.45329909554378645
autographs,signatures,person_999,사인,서명,Korean,RN,ko,0.2614737680646118
really,very,person_268,정말,매우,Korean,RY,ko,0.48635202887077444
know,think,person_268,알고,생각,Korean,RV,ko,0.688389699653544
band,bend,person_1310,밴드,벤드,Korean,RN,ko,0.11059981930536784
trip,travel,person_862,여행,여행,Korean,RN,ko,0.4148212561435649
afterwards,after,person_75,이후에,후,Korean,RY,ko,0.5012551060758121
take,apply,person_2436,걸릴,적용,Korean,RV,ko,0.2165147311452042
have,feel,person_2436,가지고,느낌,Korean,RV,ko,0.29927982478842563
received,had,person_456,받은,했다,Korean,RV,ko,0.3115021646920729
resist,stand,person_66,저항,서,Korean,RV,ko,0.18642276742343228
give,inform,person_72,줄,알릴,Korean,RV,ko,0.3068290577187639
been,had,person_72,오셨나요,했다,Korean,RV,ko,0.5667251530058777
mood,mode,person_72,기분,모드,Korean,RN,ko,0.13585205407120637
costing,using,person_72,원가계산,사용,Korean,RV,ko,0.1830470411658866
be,have,person_2025,될,가지고,Korean,RV,ko,0.44710093795198513
photographs,photography,person_2025,사진,사진,Korean,RN,ko,0.49021156294552104
photographs,photography,person_2025,사진,사진,Korean,RN,ko,0.49021156294552104
watch,see,person_2025,시계,참조,Korean,RV,ko,0.3403989138110711
acquiring,knowing,person_2025,취득,알면,Korean,RV,ko,0.2338036983354877
like,lie,person_2772,좋아,거짓말,Korean,RV,ko,0.19564677044683076
opportunity,chance,person_315,기회,기회,Korean,RN,ko,0.524722525261798
question,answer,person_315,질문,대답,Korean,RN,ko,0.6613785643696843
really,very,person_2567,정말,매우,Korean,RY,ko,0.48635202887077444
people,audience,person_476,사람들,관객,Korean,RN,ko,0.24613129202596845
opinion,idea,person_476,의견,아이디어,Korean,RN,ko,0.2784165351323355
classical,classic,person_476,고전,고전적인,Korean,RJ,ko,0.3567394204407931
take,get,person_891,걸릴,얻을,Korean,RV,ko,0.48988491359918357
include,enclose,person_891,포함,묶습니다,Korean,RV,ko,0.2299250439132303
hope,wish,person_84,희망,소원,Korean,RV,ko,0.45119574679605157
make,let,person_84,만들,하자,Korean,RV,ko,0.3744327559601076
task,work,person_84,작업,작업,Korean,RN,ko,0.26648970921406
enjoy,join,person_84,즐길,가입,Korean,RV,ko,0.2544790917992034
hope,wish,person_84,희망,소원,Korean,RV,ko,0.45119574679605157
towels,towers,person_845,수건,타워,Korean,RN,ko,0.08617389862919816
go,do,person_1807,갈,할,Korean,RV,ko,0.539136677207568
requested,required,person_1998,요청,필요한,Korean,RV,ko,0.34162068424105924
stage,start,person_1780,무대,스타트,Korean,RN,ko,0.23248353600637672
pack,prepare,person_1949,포장,준비,Korean,RV,ko,0.13254027621489212
opportunity,chance,person_1949,기회,기회,Korean,RN,ko,0.524722525261798
maniac,mania,person_1949,미치광이,매니아,Korean,RN,ko,0.3528548151902864
korea,korean,person_1592,한국,한국어,Korean,RN,ko,0.6826191343091738
first,firstly,person_2462,먼저,첫째,Korean,RY,ko,0.20453471501895532
beginner,beginning,person_1157,초급,시작,Korean,RN,ko,0.21094524081016158
pack,prepare,person_1779,팩,준비,Korean,RN,ko,0.13254027621489212
popular,favorite,person_1779,인기,좋아하는,Korean,RJ,ko,0.35727780410261895
game,play,person_1779,게임,플레이,Korean,RN,ko,0.4989801102311936
worthwhile,worthy,person_814,보람,가치가,Korean,RJ,ko,0.474752784571168
have,be,person_2508,가지고,될,Korean,RV,ko,0.44710093795198513
trends,rage,person_1002,동향,분노,Korean,RN,ko,0.07232301936927729
means,is,person_928,의미,은,Korean,RV,ko,0.33742116425129354
create,make,person_102,만들,만들,Korean,RV,ko,0.3869164170126136
on,into,person_102,에,으로,Korean,RY,ko,0.22160579459981142
appearance,view,person_927,모양을,보기,Korean,RN,ko,0.12800555178507828
space,place,person_927,공간,장소,Korean,RN,ko,0.2379474888001677
great,whole,person_927,위대한,전체,Korean,RJ,ko,0.2827073202370739
appearance,view,person_927,모양을,보기,Korean,RN,ko,0.12800555178507828
think,regard,person_1530,생각,주시,Korean,RV,ko,0.23861930662901173
grateful,appreciated,person_1530,감사,극명,Korean,RJ,ko,0.42317695362717045
electrical,electric,person_1530,전기,전기,Korean,RJ,ko,0.5399027047339444
see,know,person_1727,참조,알고,Korean,RV,ko,0.5635521070179395
great,grateful,person_1727,위대한,감사,Korean,RJ,ko,0.3493889887596108
attend,admit,person_563,참석,인정,Korean,RV,ko,0.18774999233711098
great,grateful,person_563,위대한,감사,Korean,RJ,ko,0.3493889887596108
made,give,person_563,만든,줄,Korean,RV,ko,0.20443465881686437
control,controller,person_563,컨트롤,컨트롤러,Korean,RN,ko,0.3445166243812158
built,devised,person_563,내장,고안,Korean,RV,ko,0.3360246189313094
arranged,prepared,person_3061,배열,준비,Korean,RV,ko,0.270036371577572
will,do,person_3061,됩니다,할,Korean,RV,ko,0.4375231300485035
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko,0.2725194006938352
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko,0.2725194006938352
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko,0.2725194006938352
great,big,person_3061,위대한,큰,Korean,RJ,ko,0.38615838260831015
especially,specially,person_3061,특히,특별히,Korean,RY,ko,0.33052717780937146
requested,required,person_3062,요청,필요한,Korean,RV,ko,0.34162068424105924
elected,voted,person_3071,선출,투표,Korean,RV,ko,0.36039216967354415
clothes,cloth,person_3071,옷,피복,Korean,RN,ko,0.3656914463501848
sad,sorry,person_3108,슬픈,미안,Korean,RJ,ko,0.36896370871710377
goes,runs,person_3108,간다,실행,Korean,RV,ko,0.38347289868683876
route,way,person_3121,경로,방법,Korean,RN,ko,0.2876551899163544
give,have,person_3245,줄,가지고,Korean,RV,ko,0.3329099644836092
causes,makes,person_3285,원인이,만드는,Korean,RV,ko,0.20687241927131417
said,written,person_2340,dit,écrit,French,RV,fr,0.10036066047612444
have,put,person_2340,ont,mettre,French,RV,fr,0.3057768765979024
well,fit,person_2340,bien,apte,French,RJ,fr,0.25746553958296997
stay,say,person_2340,rester,dire,French,RV,fr,0.1800545448183962
wonderful,beautiful,person_2779,merveilleux,belle,French,RJ,fr,0.6339924686309809
sincerely,faithfully,person_2779,sincèrement,fidèlement,French,RY,fr,0.3185136213547491
also,even,person_2779,également,même,French,RY,fr,0.40535272442202175
ordinary,casual,person_2779,ordinaire,occasionnel,French,RJ,fr,0.21603823608167988
would,could,person_123,serait,pourrait,French,RV,fr,0.6650887562282077
last,least,person_123,dernière,moins,French,RJ,fr,0.32543389244555265
sincerely,faithfully,person_123,sincèrement,fidèlement,French,RY,fr,0.3185136213547491
might,can,person_123,pourrait,peut,French,RV,fr,0.6471859725562046
feet,legs,person_123,pieds,jambes,French,RN,fr,0.40502403817824717
would,could,person_123,serait,pourrait,French,RV,fr,0.6650887562282077
politeness,polite,person_123,politesse,poli,French,RN,fr,0.48003408209820553
have,make,person_107,ont,faire,French,RV,fr,0.27043723827473015
absolutely,very,person_107,absolument,très,French,RY,fr,0.35818733781857215
hold,make,person_107,tenir,faire,French,RV,fr,0.25917776971459805
sincerely,faithfully,person_107,sincèrement,fidèlement,French,RY,fr,0.3185136213547491
lock,close,person_107,verrouiller,fermer,French,RV,fr,0.1539333906393317
lock,close,person_107,verrouiller,fermer,French,RV,fr,0.1539333906393317
do,make,person_107,faire,faire,French,RV,fr,0.3857835826030168
giving,offering,person_477,donner,offrant,French,RV,fr,0.358796126511306
angel,angle,person_477,ange,angle,French,RN,fr,0.07884756180269162
take,bring,person_477,prendre,apporter,French,RV,fr,0.3767094029229452
describe,express,person_461,décrire,manifester,French,RV,fr,0.28248268972913326
fun,enjoyment,person_461,amusant,jouissance,French,RN,fr,0.3099926399313374
last,next,person_461,dernière,prochaine,French,RJ,fr,0.5397004221918789
happen,have,person_461,arriver,ont,French,RV,fr,0.30890500891633843
events,attractions,person_461,événements,attractions,French,RN,fr,0.23439770640165264
size,space,person_461,taille,espace,French,RN,fr,0.2377678698855366
be,have,person_461,être,ont,French,RV,fr,0.44710093795198513
so,then,person_461,donc,puis,French,RY,fr,0.37364285400617847
school,lessons,person_461,école,leçons,French,RN,fr,0.29039776271583184
sincerely,faithfully,person_2739,sincèrement,fidèlement,French,RY,fr,0.3185136213547491
get,have,person_2739,obtenir,ont,French,RV,fr,0.46326255603942595
campsite,camping,person_2666,camping,camping,French,RN,fr,0.6261898208320541
especially,specially,person_2666,surtout,spécialement,French,RY,fr,0.33052717780937146
living,life,person_2666,vécue,vie,French,RN,fr,0.3745944290172533
space,place,person_969,espace,endroit,French,RN,fr,0.2379474888001677
chance,possibility,person_969,chance,possibilité,French,RN,fr,0.3617718178731056
park,let,person_969,garer,laisser,French,RV,fr,0.06409928195597277
countryside,nature,person_969,campagne,nature,French,RN,fr,0.24858389230153255
spoke,had,person_969,parlé,avait,French,RV,fr,0.3737966560519751
organise,offer,person_954,organiser,proposer,French,RV,fr,0.18559744773432352
outdoor,outside,person_954,extérieur,extérieur,French,RJ,fr,0.2388917040067246
provide,create,person_954,fournir,créer,French,RV,fr,0.35626742033324843
class,course,person_954,classe,sûr,French,RN,fr,0.2557875493404263
take,have,person_954,prendre,ont,French,RV,fr,0.31359817262506395
take,be,person_954,prendre,être,French,RV,fr,0.3018457625686094
organising,making,person_1579,organisation,faire,French,RV,fr,0.2554149637427883
great,good,person_1579,grand,bon,French,RJ,fr,0.5882155967954309
get,have,person_1579,obtenir,ont,French,RV,fr,0.46326255603942595
offer,give,person_1579,proposer,donner,French,RV,fr,0.386476184208434
buy,pay,person_1579,acheter,payer,French,RV,fr,0.31384009808231206
attending,seeing,person_1579,fréquentant,voir,French,RV,fr,0.26043836817004973
do,make,person_1579,faire,faire,French,RV,fr,0.3857835826030168
fair,just,person_1579,équitable,juste,French,RJ,fr,0.22567897051113572
excellent,good,person_238,excellent,bon,French,RJ,fr,0.5269350278627003
clever,wise,person_238,intelligent,sage,French,RJ,fr,0.3696571773618706
nose,noise,person_238,nez,bruit,French,RN,fr,0.08348272046910235
inaccurate,bad,person_383,inexactes,mauvais,French,RJ,fr,0.2876052751219587
response,return,person_383,réponse,retour,French,RN,fr,0.1601039486624588
left,let,person_383,laissé,laisser,French,RV,fr,0.1803482468257879
moral,morality,person_383,morale,moralité,French,RN,fr,0.6141298255916854
writing,waiting,person_1370,écrit,attente,French,RV,fr,0.16294075890722337
advertised,presented,person_1370,annoncé,présenté,French,RV,fr,0.18976931665513863
dinner,diner,person_1370,dîner,resto,French,RN,fr,0.3927114156582677
claiming,pretending,person_1370,prétendant,prétendant,French,RV,fr,0.40015913536376746
customer,costumer,person_1370,client,costumier,French,RN,fr,0.5454448764520352
way,solutions,person_1370,façon,solutions,French,RN,fr,0.16742209627981508
here,there,person_1370,ici,là,French,RY,fr,0.3581887560136957
get,have,person_1372,obtenir,ont,French,RV,fr,0.46326255603942595
had,got,person_1372,avait,obtenu,French,RV,fr,0.5548759252093133
ought,would,person_1372,devrait,serait,French,RV,fr,0.4821823076773989
angry,hungry,person_1372,fâché,faim,French,RJ,fr,0.32277021443918663
told,said,person_2256,dit,dit,French,RV,fr,0.47004245648758336
decor,decorations,person_2256,décor,décorations,French,RN,fr,0.5492819529521225
advertising,advertisement,person_2256,publicité,publicité,French,RN,fr,0.6640600801954202
come,become,person_2256,venir,devenir,French,RV,fr,0.2519757881435594
shows,spectacles,person_1028,spectacles,lunettes,French,RN,fr,0.0913939255821214
show,spectacle,person_1028,spectacle,lunettes,French,RN,fr,0.2580109092277255
decor,decoration,person_1028,décor,décoration,French,RN,fr,0.5318564179852372
doing,following,person_1028,faire,suivants,French,RV,fr,0.14943048939573933
had,took,person_1028,avait,pris,French,RV,fr,0.4289566644300623
buttons,switch,person_838,boutons,interrupteur,French,RN,fr,0.28884097990211777
have,got,person_838,ont,obtenu,French,RV,fr,0.4846869077554362
time,timetable,person_1176,temps,calendrier,French,RN,fr,0.20713432886288474
discount,reduce,person_1176,escompte,réduire,French,RN,fr,0.14973596904037306
worse,worth,person_1176,pire,vaut,French,RJ,fr,0.1979606291364381
get,go,person_1176,obtenir,aller,French,RV,fr,0.3920601421175638
must,would,person_1176,doit,serait,French,RV,fr,0.4966841473285727
performing,playing,person_225,performants,jouer,French,RV,fr,0.2806754366013303
given,reached,person_225,donné,atteint,French,RV,fr,0.19725752955081904
customer,client,person_225,client,client,French,RN,fr,0.3665945645966072
devices,instruments,person_225,dispositifs,instruments,French,RN,fr,0.22692378926694895
allows,makes,person_225,permet,rend,French,RV,fr,0.39809802391398386
worried,nervous,person_225,inquiet,nerveux,French,RJ,fr,0.45852246409488584
relaxed,peaceful,person_225,détendu,paisible,French,RJ,fr,0.3864024965762538
not,no,person_1567,pas,aucun,French,RY,fr,0.3391300655324071
school,scholar,person_1567,école,érudit,French,RN,fr,0.17328022201247378
take,be,person_1567,prendre,être,French,RV,fr,0.3018457625686094
performed,played,person_2357,effectué,joué,French,RV,fr,0.2938662411712517
prevented,forbid,person_2357,empêché,interdire,French,RV,fr,0.28201521444380706
do,make,person_2357,faire,faire,French,RV,fr,0.3857835826030168
willpower,will,person_2357,volonté,va,French,RN,fr,0.11128753627883392
willpower,will,person_2357,volonté,va,French,RN,fr,0.11128753627883392
willpower,will,person_2357,volonté,va,French,RN,fr,0.11128753627883392
are,have,person_2008,sont,ont,French,RV,fr,0.42007783679487254
matters,points,person_2008,questions,points,French,RN,fr,0.17891216309302532
had,were,person_2008,avait,étaient,French,RV,fr,0.5222586771004617
leaving,giving,person_2008,laissant,donner,French,RV,fr,0.2918120713227418
there,here,person_2037,là,ici,French,RY,fr,0.3581887560136957
tell,take,person_2037,dire,prendre,French,RV,fr,0.3172844873556603
plan,search,person_2037,planifier,rechercher,French,RV,fr,0.08117037312506498
got,received,person_2037,obtenu,reçu,French,RV,fr,0.36742173908214004
problem,event,person_2023,problème,événement,French,RN,fr,0.10286697235858287
complaints,explanations,person_2023,plaintes,explications,French,RN,fr,0.21101130423181758
certain,sure,person_686,certains,sûr,French,RJ,fr,0.3016616521215618
stage,scene,person_686,stade,scène,French,RN,fr,0.277630454874525
seats,places,person_686,sièges,endroits,French,RN,fr,0.15735714331217404
diary,agenda,person_686,journal,agenda,French,RN,fr,0.11449894113204453
use,phone,person_686,utiliser,téléphone,French,RV,fr,0.1313008629490455
allows,authorizes,person_686,permet,autorise,French,RV,fr,0.3910763836942439
studied,learned,person_686,étudié,appris,French,RV,fr,0.3812507704480834
particular,precise,person_686,particulier,précis,French,RJ,fr,0.24092213397505693
particular,personal,person_686,particulier,personnel,French,RJ,fr,0.19635603239203214
involves,uses,person_686,implique,utilise,French,RV,fr,0.3213906700440139
special,particular,person_686,spécial,particulier,French,RJ,fr,0.254866344976271
side,end,person_686,côté,fin,French,RN,fr,0.2398755162172455
sir,mister,person_2427,monsieur,monsieur,French,RN,fr,0.4408133295132094
performed,played,person_2427,effectué,joué,French,RV,fr,0.2938662411712517
had,spent,person_2427,avait,passé,French,RV,fr,0.2785227449931196
perform,play,person_2427,effectuer,jouer,French,RV,fr,0.23225660975287488
annoyed,sorry,person_2427,ennuyé,désolé,French,RJ,fr,0.3604465056182919
play,pieces,person_2427,jeu,morceaux,French,RN,fr,0.13715267812250034
offered,proposed,person_2427,offert,proposé,French,RV,fr,0.2112057557290815
given,made,person_2427,donné,fait,French,RV,fr,0.280422090141994
play,pieces,person_2427,jeu,morceaux,French,RN,fr,0.13715267812250034
play,piece,person_2427,jeu,morceau,French,RN,fr,0.16790201987757258
wanted,waned,person_2427,voulais,faibli,French,RV,fr,0.1887359735283609
see,notice,person_2427,voir,apercevoir,French,RV,fr,0.29465929685797904
explanation,excuse,person_1674,explication,excuse,French,RN,fr,0.33505246667237054
management,direction,person_1674,gestion,direction,French,RN,fr,0.12207643087446618
give,offer,person_1674,donner,proposer,French,RV,fr,0.386476184208434
seat,place,person_1674,siège,endroit,French,RN,fr,0.19557621710043083
advertisement,advertising,person_899,publicité,publicité,French,RN,fr,0.6640600801954202
go,come,person_899,aller,venir,French,RV,fr,0.3942303111419888
entertained,pleased,person_899,amusés,plu,French,RV,fr,0.3074532527550692
performance,act,person_899,performance,acte,French,RN,fr,0.1768574876763583
very,so,person_899,très,donc,French,RY,fr,0.41379074142976513
time,hours,person_899,temps,heures,French,RN,fr,0.39021748111583315
advertisement,advertising,person_899,publicité,publicité,French,RN,fr,0.6640600801954202
worst,worth,person_899,pire,vaut,French,RJ,fr,0.11981593637213779
got,put,person_899,obtenu,mettre,French,RV,fr,0.36460885782475183
was,had,person_899,était,avait,French,RV,fr,0.5504916256985617
worse,worth,person_899,pire,vaut,French,RJ,fr,0.1979606291364381
get,be,person_899,obtenir,être,French,RV,fr,0.3814394076051616
right,correct,person_279,bon,correcte,French,RJ,fr,0.29248547780662404
would,could,person_279,serait,pourrait,French,RV,fr,0.6650887562282077
theatre,room,person_2556,théâtre,chambre,French,RN,fr,0.21520553857115385
play,piece,person_2556,jeu,morceau,French,RN,fr,0.16790201987757258
performance,program,person_2556,performance,programme,French,RN,fr,0.18249887299373824
renovation,reparations,person_734,rénovation,réparations,French,RN,fr,0.14161080671805928
would,could,person_734,serait,pourrait,French,RV,fr,0.6650887562282077
fault,mistake,person_734,faute,erreur,French,RN,fr,0.34509387771471445
do,make,person_734,faire,faire,French,RV,fr,0.3857835826030168
have,are,person_734,ont,sont,French,RV,fr,0.42007783679487254
true,respected,person_2350,vrai,respecté,French,RJ,fr,0.18261571773325175
disappointed,deceived,person_2350,déçu,trompé,French,RJ,fr,0.34542931045611547
publish,putting,person_2350,publier,mettre,French,RV,fr,0.14058546914529346
have,spent,person_2350,ont,passé,French,RV,fr,0.24970886211444426
wondering,wandering,person_2350,demande,errant,French,RV,fr,0.2689383818400505
aggressive,offensive,person_2350,agressif,offensive,French,RJ,fr,0.30098662372583385
get,go,person_2350,obtenir,aller,French,RV,fr,0.3920601421175638
mankind,human,person_2350,humanité,humain,French,RN,fr,0.43911887417798445
closed,close,person_870,fermé,proche,French,RJ,fr,0.2623544938379053
really,very,person_870,vraiment,très,French,RY,fr,0.48635202887077444
part,place,person_870,partie,endroit,French,RN,fr,0.24052315583574838
research,searches,person_870,recherche,recherches,French,RN,fr,0.3012319646963997
dependent,reliable,person_870,dépendant,fiable,French,RJ,fr,0.22962622256042473
obviously,apparently,person_2362,évidemment,apparemment,French,RY,fr,0.6455890310345752
certainly,surely,person_2362,certainement,sûrement,French,RY,fr,0.7060108649033325
give,offer,person_2362,donner,proposer,French,RV,fr,0.386476184208434
give,offer,person_699,donner,proposer,French,RV,fr,0.386476184208434
statement,point,person_699,déclaration,point,French,RN,fr,0.22790808256823333
there,here,person_699,là,ici,French,RY,fr,0.3581887560136957
actor,man,person_699,acteur,homme,French,RN,fr,0.2849513452693039
tune,tone,person_699,auto-tune,tonalité,French,RN,fr,0.2743775580628628
give,offer,person_699,donner,proposer,French,RV,fr,0.386476184208434
dinner,diner,person_699,dîner,resto,French,RN,fr,0.3927114156582677
again,still,person_699,nouveau,encore,French,RY,fr,0.3210256107632492
renovation,improvements,person_699,rénovation,améliorations,French,RN,fr,0.3706527402403269
attach,join,person_699,attacher,rejoindre,French,RV,fr,0.17235950458549268
still,yet,person_699,encore,encore,French,RY,fr,0.4156569236144122
have,got,person_699,ont,obtenu,French,RV,fr,0.4846869077554362
countryside,country,person_699,campagne,pays,French,RN,fr,0.3262805939577311
very,too,person_699,très,trop,French,RY,fr,0.5375393488205544
secret,story,person_699,secret,histoire,French,RN,fr,0.1912903139050719
peace,quietness,person_699,paix,tranquillité,French,RN,fr,0.4585329831197211
soon,fast,person_699,bientôt,vite,French,RY,fr,0.2381938091424542
again,more,person_699,nouveau,mieux,French,RY,fr,0.17695262597952333
get,obtain,person_1045,obtenir,obtenir,French,RV,fr,0.3095612862375693
