c,i,id,l1_c,l1_i,language,type,code
got,took,person_122,ottenuto,preso,Italian,RV,it
were,had,person_483,erano,aveva,Italian,RV,it
method,way,person_483,metodo,modo,Italian,RN,it
stars,starts,person_935,stars,partenze,Italian,RN,it
opportunity,possibility,person_935,opportunità,possibilità,Italian,RN,it
classical,classic,person_935,classica,classico,Italian,RJ,it
opportunity,possibility,person_935,opportunità,possibilità,Italian,RN,it
make,give,person_935,rendere,dare,Italian,RV,it
should,could,person_935,dovrebbe,potrebbe,Italian,RV,it
want,prefer,person_935,desidera,preferiscono,Italian,RV,it
should,had,person_2491,dovrebbe,aveva,Italian,RV,it
would,had,person_2491,sarebbe,aveva,Italian,RV,it
waiters,servants,person_1417,camerieri,servi,Italian,RN,it
price,prize,person_1417,prezzo,premio,Italian,RN,it
profoundly,deeply,person_1417,profondamente,profondamente,Italian,RY,it
helper,help,person_1417,aiutante,aiuto,Italian,RN,it
way,personality,person_1417,modo,personalità,Italian,RN,it
TELL,SAY,person_2096,raccontare,dire,Italian,RV,it
THIEF,ROBBER,person_2096,ladro,rapinatore,Italian,RN,it
flyer,brochure,person_222,flyer,brochure,Italian,RN,it
flyer,brochure,person_222,flyer,brochure,Italian,RN,it
life,living,person_222,vita,vita,Italian,RN,it
relationships,relations,person_222,relazioni,relazioni,Italian,RN,it
main,first,person_949,principale,prima,Italian,RJ,it
prices,fees,person_949,prezzi,tasse,Italian,RN,it
up,out,person_949,fino,fuori,Italian,RY,it
displeasure,complaint,person_2097,dispiacere,denuncia,Italian,RN,it
see,find,person_2097,vedere,trovare,Italian,RV,it
get,have,person_2097,ottenere,hanno,Italian,RV,it
should,would,person_2097,dovrebbe,sarebbe,Italian,RV,it
positive,good,person_2097,positivo,buona,Italian,RJ,it
appliance,applications,person_2097,apparecchio,applicazioni,Italian,RN,it
gave,made,person_2685,dato,fatto,Italian,RV,it
show,spectacle,person_2685,visualizza,spettacolo,Italian,RN,it
happy,pleased,person_2685,felice,contento,Italian,RJ,it
could,would,person_2685,potrebbe,sarebbe,Italian,RV,it
can,must,person_2685,può,deve,Italian,RV,it
get,have,person_2685,ottenere,hanno,Italian,RV,it
maintain,keep,person_2685,mantenere,mantenere,Italian,RV,it
distant,far,person_2685,distante,lontano,Italian,RJ,it
promised,assured,person_756,promesso,assicurato,Italian,RV,it
afterwards,after,person_756,successivamente,dopo,Italian,RY,it
hoax,invention,person_756,bufala,invenzione,Italian,RN,it
advertised,announced,person_2333,pubblicizzato,annunciato,Italian,RV,it
stage,scene,person_2333,palco,scena,Italian,RN,it
started,was,person_2333,iniziato,era,Italian,RV,it
options,chance,person_2333,opzioni,possibilità,Italian,RN,it
main,major,person_2333,principale,principali,Italian,RJ,it
stay,keep,person_2333,soggiornare,mantenere,Italian,RV,it
described,explained,person_929,descritto,spiegato,Italian,RV,it
attended,joined,person_929,frequentato,aderito,Italian,RV,it
full,whole,person_929,completo,intero,Italian,RJ,it
gets,is,person_929,ottiene,è,Italian,RV,it
classical,classic,person_929,classica,classico,Italian,RJ,it
have,would,person_2395,hanno,sarebbe,Italian,RV,it
inform,notice,person_2395,informare,notare,Italian,RV,it
great,big,person_2395,grande,grande,Italian,RJ,it
had,was,person_2395,aveva,era,Italian,RV,it
destroy,broke,person_2395,distruggere,rotto,Italian,RV,it
FULL,WHOLE,person_2397,completo,intero,Italian,RJ,it
FINALLY,EVENTUALLY,person_2397,infine,finalmente,Italian,RY,it
DESIGNERS,STYLISTS,person_2397,progettisti,stilisti,Italian,RN,it
VARIED,VARIOUS,person_2397,vario,vari,Italian,RJ,it
noticed,noted,person_1288,notato,notato,Italian,RV,it
not,no,person_1288,non,nessun,Italian,RY,it
refund,restitution,person_1288,rimborso,restituzione,Italian,RN,it
world,word,person_1288,mondo,parola,Italian,RN,it
large,big,person_1288,grande,grande,Italian,RJ,it
proportion,part,person_1288,proporzione,parte,Italian,RN,it
route,street,person_1288,itinerario,street,Italian,RN,it
largest,biggest,person_1288,maggiori,maggiori,Italian,RJ,it
afterwards,after,person_1288,successivamente,dopo,Italian,RY,it
opportunity,chance,person_290,opportunità,possibilità,Italian,RN,it
got,came,person_290,ottenuto,venuto,Italian,RV,it
problems,troubles,person_290,problemi,guai,Italian,RN,it
received,had,person_290,ricevuto,aveva,Italian,RV,it
losing,loosing,person_290,perdere,perdere,Italian,RV,it
fan,fun,person_1722,fan,divertimento,Italian,RN,it
opportunity,possibility,person_1722,opportunità,possibilità,Italian,RN,it
hear,know,person_1722,sentire,sapere,Italian,RV,it
lets,makes,person_1722,lascia,rende,Italian,RV,it
go,stay,person_1722,andare,soggiornare,Italian,RV,it
dancing,ballets,person_2771,ballare,balletti,Italian,RN,it
finally,eventually,person_2771,infine,finalmente,Italian,RY,it
audience,spectators,person_2771,pubblico,spettatori,Italian,RN,it
demand,pretend,person_926,richiedono,fingere,Italian,RV,it
get,have,person_926,ottenere,hanno,Italian,RV,it
spend,stay,person_926,trascorrere,soggiornare,Italian,RV,it
going,coming,person_1320,andando,arrivando,Italian,RV,it
frankly,truly,person_1320,francamente,veramente,Italian,RY,it
arrived,entered,person_1320,arrivati,entrato,Italian,RV,it
advertised,written,person_1320,pubblicizzato,scritto,Italian,RV,it
early,before,person_1320,presto,prima,Italian,RY,it
made,taken,person_1320,fatto,preso,Italian,RV,it
labour,work,person_1320,manodopera,lavoro,Italian,RN,it
advances,searches,person_1320,anticipi,ricerche,Italian,RN,it
live,stay,person_1320,vivere,soggiornare,Italian,RV,it
still,already,person_1320,ancora,già,Italian,RY,it
innovations,discoveries,person_1320,innovazioni,scoperte,Italian,RN,it
complain,reply,person_1032,lamentarsi,rispondere,Italian,RV,it
complain,reply,person_1032,lamentarsi,rispondere,Italian,RV,it
Sometimes,Sometime,person_1032,talvolta,prendendoli,Italian,RY,it
am,stay,person_1032,sono,soggiornare,Italian,RV,it
check,control,person_1032,verifica,controllare,Italian,RV,it
watching,looking,person_1032,guardando,guardando,Italian,RV,it
take,make,person_1032,prendere,rendere,Italian,RV,it
had,spent,person_2076,aveva,trascorso,Italian,RV,it
watching,seeing,person_2076,guardando,vedendo,Italian,RV,it
request,wish,person_2076,richiesta,desiderio,Italian,RN,it
western,west,person_2076,western,west,Italian,RJ,it
taken,done,person_2076,preso,fatto,Italian,RV,it
imagine,wish,person_2076,immaginare,auguro,Italian,RV,it
would,should,person_2076,sarebbe,dovrebbe,Italian,RV,it
go,become,person_2076,andare,diventare,Italian,RV,it
might,could,person_2076,potrebbe,potrebbe,Italian,RV,it
got,had,person_982,ottenuto,aveva,Italian,RV,it
provide,prepare,person_982,fornire,preparare,Italian,RV,it
price,prize,person_1019,prezzo,premio,Italian,RN,it
false,different,person_1019,false,diversi,Italian,RJ,it
made,prepared,person_1019,fatto,preparato,Italian,RV,it
reminded,remembered,person_1019,ricordato,ricordato,Italian,RV,it
arrange,prepare,person_1019,organizzare,preparare,Italian,RV,it
there,here,person_983,lì,qui,Italian,RY,it
get,have,person_983,ottenere,hanno,Italian,RV,it
throw,make,person_983,gettare,rendere,Italian,RV,it
should,might,person_983,dovrebbe,potrebbe,Italian,RV,it
told,explained,person_983,detto,spiegato,Italian,RV,it
again,too,person_983,nuovamente,troppo,Italian,RY,it
offer,accept,person_2662,offrire,accettare,Italian,RV,it
left,lost,person_2662,lasciato,perso,Italian,RV,it
Not,No,person_614,non,nessun,Italian,RY,it
be,stay,person_614,essere,soggiornare,Italian,RV,it
news,notices,person_614,notizie,avvisi,Italian,RN,it
get,have,person_614,ottenere,hanno,Italian,RV,it
spend,pass,person_614,trascorrere,passare,Italian,RV,it
forget,forgive,person_614,dimenticare,perdonare,Italian,RV,it
makes,get,person_614,rende,ottenere,Italian,RV,it
be,stay,person_614,essere,soggiornare,Italian,RV,it
closed,close,person_1751,chiuso,vicino,Italian,RJ,it
advertisement,advice,person_1751,annuncio,consiglio,Italian,RN,it
past,pass,person_1751,passato,passaggio,Italian,RN,it
get,have,person_1751,ottenere,hanno,Italian,RV,it
not,no,person_1751,non,nessun,Italian,RY,it
prevent,allow,person_1751,impedire,consentire,Italian,RV,it
lose,loose,person_1751,perdere,perdere,Italian,RV,it
be,stay,person_1751,essere,soggiornare,Italian,RV,it
let,make,person_1750,lasciare,rendere,Italian,RV,it
events,facts,person_1750,eventi,fatti,Italian,RN,it
let,make,person_1750,lasciare,rendere,Italian,RV,it
trip,travel,person_1576,viaggio,viaggio,Italian,RN,it
say,tell,person_1576,dire,raccontare,Italian,RV,it
time,period,person_1576,tempo,periodo,Italian,RN,it
tent,camping,person_1576,tenda,bungalow,Italian,RN,it
Furthermore,Further,person_1576,inoltre,ulteriormente,Italian,RY,it
perhaps,might,person_1576,forse,potrebbe,Italian,RY,it
trip,travel,person_1576,viaggio,viaggio,Italian,RN,it
trip,travel,person_1576,viaggio,viaggio,Italian,RN,it
irritable,nervous,person_1576,irritabile,nervoso,Italian,RJ,it
angry,hungry,person_1576,arrabbiato,affamati,Italian,RJ,it
member,component,person_1576,membro,componente,Italian,RN,it
leave,live,person_800,lasciare,vivere,Italian,RV,it
time,period,person_800,tempo,periodo,Italian,RN,it
times,moments,person_800,volte,momenti,Italian,RN,it
show,see,person_2727,mostrare,vedere,Italian,RV,it
events,games,person_2727,eventi,giochi,Italian,RN,it
especially,specially,person_2727,soprattutto,appositamente,Italian,RY,it
good,well,person_1638,buona,beh,Italian,RJ,it
hearing,reading,person_1638,sentire,leggere,Italian,RV,it
pleased,satisfied,person_1759,piaciuto,accontentato,Italian,RV,it
been,gone,person_1759,stato,andato,Italian,RV,it
time,period,person_1759,tempo,periodo,Italian,RN,it
interesting,interested,person_1759,interessante,interessati,Italian,RJ,it
holiday,journey,person_1759,vacanza,viaggio,Italian,RN,it
amusing,amused,person_1759,divertente,divertita,Italian,RJ,it
happy,glad,person_1759,felice,contento,Italian,RJ,it
opportunity,possibility,person_1759,opportunità,possibilità,Italian,RN,it
seeing,meeting,person_1759,vedendo,incontrare,Italian,RV,it
fun,funny,person_1892,divertente,divertente,Italian,RJ,it
wasting,leaving,person_1892,sprecare,lasciando,Italian,RV,it
fun,funny,person_1892,divertente,divertente,Italian,RJ,it
go,do,person_1892,andare,fare,Italian,RV,it
related,relative,person_2579,correlati,relativo,Italian,RJ,it
sleeping,sleep,person_2579,addormentata,sonno,Italian,RN,it
guitarist,guitar,person_2579,chitarrista,chitarra,Italian,RN,it
wear,use,person_2579,indossare,utilizzare,Italian,RV,it
included,enclosed,person_2579,incluso,racchiuso,Italian,RV,it
show,describe,person_2579,mostrare,descrivere,Italian,RV,it
recently,lately,person_2034,recentemente,ultimamente,Italian,RY,it
tell,communicate,person_1677,raccontare,comunicare,Italian,RV,it
going,doing,person_1677,andando,facendo,Italian,RV,it
fun,funny,person_1677,divertente,divertente,Italian,RJ,it
surfing,surf,person_2619,surf,surf,Italian,RN,it
received,became,person_286,ricevuto,divenne,Italian,RV,it
product,model,person_286,prodotto,modello,Italian,RN,it
opportunity,possibility,person_2622,opportunità,possibilità,Italian,RN,it
time,period,person_2622,tempo,periodo,Italian,RN,it
boss,head,person_2622,capo,testa,Italian,RN,it
taken,had,person_2000,preso,aveva,Italian,RV,it
being,staying,person_2000,essendo,soggiornare,Italian,RV,it
tell,indicate,person_1681,raccontare,indicare,Italian,RV,it
weather,climate,person_1681,meteo,clima,Italian,RN,it
reply,answer,person_1681,risposta,risposta,Italian,RN,it
avoid,skip,person_1681,evitare,saltare,Italian,RV,it
opportunity,occasion,person_705,opportunità,occasione,Italian,RN,it
again,still,person_705,nuovamente,ancora,Italian,RY,it
won't,don't,person_705,non,non,Italian,RV,it
end,ending,person_705,fine,termina,Italian,RN,it
advisable,suitable,person_93,consigliabile,adatto,Italian,RJ,it
got,achieved,person_1493,ottenuto,raggiunto,Italian,RV,it
time,period,person_1493,tempo,periodo,Italian,RN,it
sincerely,faithfully,person_1493,sinceramente,fedelmente,Italian,RY,it
occasion,situation,person_1493,occasione,situazione,Italian,RN,it
person,one,person_1493,persona,uno,Italian,RN,it
requested,required,person_2560,richiesto,richiesto,Italian,RV,it
educational,educative,person_2560,educativo,educativo,Italian,RJ,it
sufficient,adequate,person_2560,sufficiente,adeguata,Italian,RJ,it
definitely,absolutely,person_2560,sicuramente,assolutamente,Italian,RY,it
should,have,person_215,dovrebbe,hanno,Italian,RV,it
can,may,person_215,può,maggio,Italian,RV,it
time,period,person_1543,tempo,periodo,Italian,RN,it
should,have,person_1543,dovrebbe,hanno,Italian,RV,it
full,plenty,person_1543,completo,abbondanza,Italian,RJ,it
BEAR,BARE,person_376,sopportare,nudo,Italian,RV,it
WANTED,LOVED,person_376,voleva,amato,Italian,RV,it
BUILD,SET,person_376,costruire,impostare,Italian,RV,it
ESPECIALLY,SPECIALLY,person_376,soprattutto,appositamente,Italian,RY,it
BREAK,BRAKE,person_376,pausa,freno,Italian,RN,it
BUILT,SET,person_376,costruito,impostare,Italian,RV,it
quite,almost,person_148,abbastanza,quasi,Italian,RY,it
should,have,person_148,dovrebbe,hanno,Italian,RV,it
lyrics,texts,person_148,testi,testi,Italian,RN,it
favourite,best,person_831,preferito,migliori,Italian,RJ,it
abandon,quit,person_831,abbandonare,smettere,Italian,RV,it
would,should,person_831,sarebbe,dovrebbe,Italian,RV,it
reply,answer,person_1383,rispondere,rispondere,Italian,RV,it
living,life,person_1383,vita,vita,Italian,RN,it
concentrate,dwell,person_1383,concentrarsi,soffermarsi,Italian,RV,it
small,little,person_1383,piccolo,po',Italian,RJ,it
opportunity,possibility,person_2644,opportunità,possibilità,Italian,RN,it
opportunity,possibility,person_2644,opportunità,possibilità,Italian,RN,it
opportunity,possibility,person_2644,opportunità,possibilità,Italian,RN,it
instance,occasion,person_2644,istanza,occasione,Italian,RN,it
job,work,person_2644,lavoro,lavoro,Italian,RN,it
get,have,person_579,ottenere,hanno,Italian,RV,it
time,days,person_579,tempo,giorni,Italian,RN,it
would,could,person_579,sarebbe,potrebbe,Italian,RV,it
sincerely,faithfully,person_579,sinceramente,fedelmente,Italian,RY,it
situation,condition,person_579,situazione,condizione,Italian,RN,it
right,tight,person_579,giusto,stretto,Italian,RJ,it
situation,condition,person_579,situazione,condizione,Italian,RN,it
bring,being,person_579,portare,essendo,Italian,RV,it
excellent,good,person_966,eccellente,buona,Italian,RJ,it
held,attended,person_966,tenuto,frequentato,Italian,RV,it
change,changing,person_966,cambiamento,cambiare,Italian,RN,it
going,doing,person_966,andando,facendo,Italian,RV,it
volleyball,volley,person_966,pallavolo,raffica,Italian,RN,it
waded,walked,person_966,guadato,camminato,Italian,RV,it
would,could,person_966,sarebbe,potrebbe,Italian,RV,it
excellent,good,person_1611,eccellente,buona,Italian,RJ,it
organized,made,person_1611,organizzato,fatto,Italian,RV,it
place,part,person_1611,posto,parte,Italian,RN,it
bridge,connection,person_1611,ponte,connessione,Italian,RN,it
summoned,took,person_1611,convocato,preso,Italian,RV,it
excellent,good,person_537,eccellente,buona,Italian,RJ,it
event,point,person_537,evento,punto,Italian,RN,it
take,have,person_537,prendere,hanno,Italian,RV,it
story,news,person_537,storia,notizie,Italian,RN,it
front,first,person_537,anteriore,prima,Italian,RJ,it
gets,let,person_537,ottiene,lasciare,Italian,RV,it
excellent,good,person_126,eccellente,buona,Italian,RJ,it
objects,components,person_126,oggetti,componenti,Italian,RN,it
doing,making,person_126,facendo,rendendo,Italian,RV,it
would,could,person_111,sarebbe,potrebbe,Italian,RV,it
going,doing,person_111,andando,facendo,Italian,RV,it
recount,remember,person_111,raccontare,ricordare,Italian,RV,it
day,daytime,person_111,giorno,diurna,Italian,RN,it
falling,felling,person_111,cadendo,abbattimento,Italian,RV,it
was,had,person_1357,era,aveva,Italian,RV,it
great,big,person_1357,grande,grande,Italian,RJ,it
treated,cured,person_1357,trattati,curato,Italian,RV,it
love,like,person_1357,amo,piace,Italian,RV,it
get,come,person_2963,ottenere,venire,Italian,RV,it
great,beautiful,person_2963,grande,bella,Italian,RJ,it
art,painting,person_2963,arte,pittura,Italian,RN,it
means,way,person_2963,mezzi,modo,Italian,RN,it
make,do,person_2963,rendere,fare,Italian,RV,it
imagine,thinking,person_2963,immaginare,pensando,Italian,RV,it
clothes,dress,person_3070,vestiti,vestito,Italian,RN,it
location,building,person_2970,posizione,edificio,Italian,RN,it
might,can,person_2970,potrebbe,può,Italian,RV,it
could,will,person_2970,potrebbe,sarà,Italian,RV,it
learn,know,person_2970,imparare,sapere,Italian,RV,it
history,past,person_2970,storia,passato,Italian,RN,it
also,then,person_2970,anche,poi,Italian,RY,it
encourage,bring,person_2970,incoraggiare,portare,Italian,RV,it
sincerely,faithfully,person_2970,sinceramente,fedelmente,Italian,RY,it
easy,simple,person_3298,facile,semplice,Italian,RJ,it
make,meet,person_3298,rendere,incontrare,Italian,RV,it
world,word,person_3298,mondo,parola,Italian,RN,it
talk,speak,person_3298,parlare,parlare,Italian,RV,it
men,boys,person_3298,uomini,ragazzi,Italian,RN,it
should,can,person_3298,dovrebbe,può,Italian,RV,it
park,garden,person_3298,park,giardino,Italian,RN,it
special,particular,person_3298,speciale,particolare,Italian,RJ,it
get,arrive,person_3298,ottenere,arrivare,Italian,RV,it
there,here,person_3298,lì,qui,Italian,RY,it
great,big,person_3298,grande,grande,Italian,RJ,it
stars,starts,person_2127,estrelles,comença,Catalan,RN,ca
time,hours,person_2127,temps,hores,Catalan,RN,ca
coming,following,person_2127,venint,següents,Catalan,RJ,ca
equipment,material,person_2127,equip,material,Catalan,RN,ca
way,thing,person_2132,manera,cosa,Catalan,RN,ca
sincerely,faithfully,person_2132,sincerament,fidelment,Catalan,RY,ca
financial,economical,person_2132,financera,econòmica,Catalan,RJ,ca
independence,freedom,person_2132,independència,llibertat,Catalan,RN,ca
do,be,person_2132,fer,ser,Catalan,RV,ca
catch,achieve,person_2132,atrapar,aconseguir,Catalan,RV,ca
organise,prepare,person_2132,organitzar,preparar,Catalan,RV,ca
useful,profitable,person_1349,útil,rendible,Catalan,RJ,ca
invite,offer,person_1349,convidar,oferir,Catalan,RV,ca
ask,recommend,person_1349,preguntar,recomanar,Catalan,RV,ca
thrilled,amazed,person_1349,emocionat,sorprès,Catalan,RJ,ca
sincerely,faithfully,person_1349,sincerament,fidelment,Catalan,RY,ca
especially,specially,person_1349,especialment,especialment,Catalan,RY,ca
would,should,person_1349,vols,hauria,Catalan,RV,ca
Stars,Starts,person_1305,estrelles,comença,Catalan,RN,ca
had,spent,person_1305,havia,gastat,Catalan,RV,ca
difficult,hard,person_1305,difícil,dur,Catalan,RJ,ca
think,found,person_1433,pensar,trobat,Catalan,RV,ca
future,following,person_1433,futurs,següents,Catalan,RJ,ca
years,editions,person_1433,anys,edicions,Catalan,RN,ca
stars,starts,person_1433,estrelles,comença,Catalan,RN,ca
could,may,person_1433,podria,maig,Catalan,RV,ca
might,can,person_1433,podria,pot,Catalan,RV,ca
arrange,set,person_1433,organitzar,establir,Catalan,RV,ca
price,prize,person_1433,preu,premi,Catalan,RN,ca
shepherd,shelter,person_1433,pastor,refugi,Catalan,RN,ca
came,went,person_1433,venia,anava,Catalan,RV,ca
tell,say,person_1433,dir,dir,Catalan,RV,ca
cook,cooker,person_1832,cuiner,cocció,Catalan,RN,ca
coast,cost,person_1832,costa,cost,Catalan,RN,ca
swim,bath,person_1832,nedeu,bany,Catalan,RN,ca
go,come,person_1832,anar,venir,Catalan,RV,ca
stolen,robbed,person_1832,robat,robat,Catalan,RV,ca
actor,character,person_1826,actor,caràcter,Catalan,RN,ca
advertising,advertisement,person_1826,publicitat,anunci,Catalan,RV,ca
price,prize,person_1826,preu,premi,Catalan,RN,ca
cook,cooker,person_1826,cuiner,cocció,Catalan,RN,ca
tell,explain,person_1826,dir,explicar,Catalan,RV,ca
event,fact,person_1826,esdeveniment,fet,Catalan,RN,ca
tell,explain,person_1826,dir,explicar,Catalan,RV,ca
eventually,actually,person_1826,finalment,fet,Catalan,RY,ca
could,would,person_1826,podria,vols,Catalan,RV,ca
very,completely,person_1826,molt,completament,Catalan,RY,ca
revealing,discovering,person_1826,revelar,descobrir,Catalan,RV,ca
properly,correctly,person_2687,pròpiament,correctament,Catalan,RY,ca
failing,fault,person_2687,fracassant,culpa,Catalan,RN,ca
thing,point,person_2687,cosa,punt,Catalan,RN,ca
went,came,person_2687,anava,venia,Catalan,RV,ca
opportunity,possibility,person_2687,oportunitat,possibilitat,Catalan,RN,ca
needs,necessities,person_2687,necessitats,necessitats,Catalan,RN,ca
DESCRIBE,EXPLAIN,person_2268,descriure,explicar,Catalan,RV,ca
HAVE,SPEND,person_2268,han,gastar,Catalan,RV,ca
SUGGESTED,PUBLISHED,person_2268,suggerit,publicat,Catalan,RV,ca
PROFESSIONAL,SERIOUS,person_2268,professional,seriós,Catalan,RJ,ca
get,have,person_2268,aconseguir,han,Catalan,RV,ca
anymore,more,person_2268,ja,més,Catalan,RY,ca
NOT,NO,person_2268,no,cap,Catalan,RY,ca
get,move,person_2725,aconseguir,moure,Catalan,RV,ca
get,know,person_2725,aconseguir,saber,Catalan,RV,ca
very,much,person_2725,molt,molt,Catalan,RY,ca
tell,show,person_1172,dir,mostrar,Catalan,RV,ca
do,make,person_1172,fer,fer,Catalan,RV,ca
price,prize,person_1172,preu,premi,Catalan,RN,ca
giving,having,person_1172,donant,tenir,Catalan,RV,ca
customer,user,person_1172,client,usuari,Catalan,RN,ca
raise,rise,person_1172,recaptar,aixecarà,Catalan,RV,ca
overall,global,person_1172,global,global,Catalan,RJ,ca
doing,making,person_1172,fent,fent,Catalan,RV,ca
answers,solutions,person_1172,respostes,solucions,Catalan,RN,ca
perform,play,person_1149,realitzar,jugar,Catalan,RV,ca
audience,public,person_1149,audiència,públic,Catalan,RN,ca
tell,explain,person_1149,dir,explicar,Catalan,RV,ca
hit,kicked,person_1149,colpejar,puntades,Catalan,RV,ca
tell,explain,person_1149,dir,explicar,Catalan,RV,ca
actors,characters,person_1969,actors,caràcters,Catalan,RN,ca
inaccurate,wrong,person_1969,inexacta,equivocat,Catalan,RJ,ca
classroom,class,person_1969,aula,classe,Catalan,RN,ca
classroom,class,person_1969,aula,classe,Catalan,RN,ca
classroom,class,person_1969,aula,classe,Catalan,RN,ca
left,forgotten,person_1969,deixat,oblidat,Catalan,RV,ca
find,finding,person_1969,trobar,descobriment,Catalan,RN,ca
make,get,person_1969,fer,aconseguir,Catalan,RV,ca
describe,explain,person_2721,descriure,explicar,Catalan,RV,ca
play,act,person_2721,joc,acte,Catalan,RN,ca
time,hour,person_2721,temps,hora,Catalan,RN,ca
play,act,person_2721,joc,acte,Catalan,RN,ca
price,prize,person_2721,preu,premi,Catalan,RN,ca
states,tells,person_2721,manifesta,diu,Catalan,RV,ca
real,true,person_2721,real,veritable,Catalan,RJ,ca
cause,make,person_2721,causar,fer,Catalan,RV,ca
have,get,person_2721,han,aconseguir,Catalan,RV,ca
reviews,references,person_1879,comentaris,referències,Catalan,RN,ca
get,receive,person_1879,aconseguir,rebre,Catalan,RV,ca
appear,play,person_2033,apareixen,jugar,Catalan,RV,ca
part,paper,person_2033,part,document,Catalan,RN,ca
available,able,person_2033,disponible,capaç,Catalan,RJ,ca
make,prepare,person_2033,fer,preparar,Catalan,RV,ca
disappointed,disappointing,person_2033,decebut,decebedor,Catalan,RJ,ca
find,discover,person_2033,trobar,descobrir,Catalan,RV,ca
example,extract,person_2033,exemple,extracte,Catalan,RN,ca
say,tell,person_2033,dir,dir,Catalan,RV,ca
conferencing,conference,person_2033,audioconferència,conferència,Catalan,RN,ca
be,get,person_2033,ser,aconseguir,Catalan,RV,ca
circle,tour,person_2033,cercle,tour,Catalan,RN,ca
go,got,person_1089,anar,aconseguia,Catalan,RV,ca
quickly,fast,person_1089,ràpidament,pressa,Catalan,RY,ca
explain,express,person_2595,explicar,expressar,Catalan,RV,ca
replaced,changed,person_2595,substituït,canviat,Catalan,RV,ca
performed,played,person_871,realitzat,jugat,Catalan,RV,ca
recent,last,person_871,recent,últim,Catalan,RJ,ca
tell,explain,person_871,dir,explicar,Catalan,RV,ca
role,play,person_871,paper,joc,Catalan,RN,ca
audience,spectators,person_871,audiència,espectadors,Catalan,RN,ca
give,do,person_871,donar,fer,Catalan,RV,ca
advertised,showed,person_871,anunciat,mostrava,Catalan,RV,ca
agent,office,person_871,agent,oficina,Catalan,RN,ca
take,do,person_871,prendre,fer,Catalan,RV,ca
ended,broke,person_871,acabat,trencava,Catalan,RV,ca
did,made,person_871,feia,fet,Catalan,RV,ca
assistant,seller,person_1666,assistent,venedor,Catalan,RN,ca
performance,session,person_1666,rendiment,sessió,Catalan,RN,ca
promised,announced,person_1666,promès,anunciat,Catalan,RV,ca
SHOULD,HAD,person_1119,hauria,havia,Catalan,RV,ca
HAD,COULD,person_1119,havia,podria,Catalan,RV,ca
THEATRE,SHOW,person_1119,teatre,mostra,Catalan,RN,ca
ASK,WONDER,person_1119,preguntar,pregunto,Catalan,RV,ca
IMPORTANT,MAIN,person_1119,important,principal,Catalan,RJ,ca
OUGHT,MUST,person_1119,hauria,ha,Catalan,RV,ca
performance,session,person_1092,rendiment,sessió,Catalan,RN,ca
wanted,wished,person_1092,volia,desitjat,Catalan,RV,ca
enclosing,including,person_1092,adjuntant,incloent,Catalan,RV,ca
would,could,person_1092,vols,podria,Catalan,RV,ca
while,time,person_1092,estona,temps,Catalan,RN,ca
longer,more,person_1092,llarg,més,Catalan,RJ,ca
deafening,surrounding,person_1092,ensordidor,circumdants,Catalan,RJ,ca
hob,fire,person_1092,fogons,foc,Catalan,RN,ca
arrival,arriving,person_1092,arribada,arribar,Catalan,RN,ca
go,come,person_2015,anar,venir,Catalan,RV,ca
became,came,person_2015,esdevingué,venia,Catalan,RV,ca
friend,fellow,person_2015,amic,becari,Catalan,RN,ca
say,explain,person_2015,dir,explicar,Catalan,RV,ca
appear,come,person_2210,apareixen,venir,Catalan,RV,ca
should,might,person_2210,hauria,podria,Catalan,RV,ca
give,return,person_2210,donar,tornar,Catalan,RV,ca
now,presently,person_2210,ara,actualment,Catalan,RY,ca
things,points,person_2210,coses,punts,Catalan,RN,ca
tell,explain,person_2210,dir,explicar,Catalan,RV,ca
stay,be,person_2210,romandre,ser,Catalan,RV,ca
irritable,nervous,person_2761,irritable,nerviós,Catalan,RJ,ca
big,main,person_2761,gran,principal,Catalan,RJ,ca
have,drink,person_2761,han,beure,Catalan,RV,ca
thing,element,person_2761,cosa,peça,Catalan,RN,ca
storing,keep,person_2761,emmagatzemar,mantenir,Catalan,RV,ca
meant,planned,person_1687,significava,planejat,Catalan,RV,ca
get,take,person_1687,aconseguir,prendre,Catalan,RV,ca
warmer,hot,person_1687,càlid,calor,Catalan,RJ,ca
play,take,person_1687,jugar,prendre,Catalan,RV,ca
find,search,person_1687,trobar,cerca,Catalan,RV,ca
hope,wish,person_1687,espero,desitjar,Catalan,RV,ca
played,held,person_2777,jugat,celebrar,Catalan,RV,ca
price,ticket,person_2777,preu,bitllet,Catalan,RN,ca
everyday,daily,person_2777,quotidiana,diari,Catalan,RJ,ca
show,event,person_1999,mostra,esdeveniment,Catalan,RN,ca
runs,leaded,person_1999,executa,liderat,Catalan,RV,ca
gave,bring,person_1999,donava,portar,Catalan,RV,ca
talk,make,person_1999,parlar,fer,Catalan,RV,ca
turned,put,person_1999,convertit,posar,Catalan,RV,ca
advise,obliged,person_1999,assessorar,obligat,Catalan,RV,ca
having,spending,person_764,tenir,gastar,Catalan,RV,ca
forgot,forbade,person_764,oblidava,prohibia,Catalan,RV,ca
get,receive,person_772,aconseguir,rebre,Catalan,RV,ca
promised,offered,person_772,promès,oferts,Catalan,RV,ca
tell,explain,person_772,dir,explicar,Catalan,RV,ca
riding,going,person_772,muntar,anant,Catalan,RV,ca
